VENTTUBE,INTUBATION,MINVOL,VENTALV,CATECHOL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,ONESIDED,HIGH,LOW,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,LOW,LOW,NORMAL
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,NORMAL
LOW,ONESIDED,ZERO,LOW,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,ESOPHAGEAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
HIGH,ONESIDED,HIGH,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,ESOPHAGEAL,ZERO,HIGH,HIGH
ZERO,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,NORMAL
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,ESOPHAGEAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,NORMAL,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,ESOPHAGEAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
HIGH,ONESIDED,HIGH,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,NORMAL,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,ONESIDED,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
