VENTMACH,ANAPHYLAXIS,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,ARTCO2,HR,HYPOVOLEMIA,STROKEVOLUME
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,True,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
LOW,False,False,False,HIGH,LOW,NORMAL,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,NORMAL,NORMAL,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,True,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
LOW,False,False,False,HIGH,LOW,LOW,NORMAL,True,LOW
NORMAL,False,True,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
ZERO,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,LOW,HIGH,HIGH,False,LOW
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,True,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
HIGH,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,True,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,True,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,NORMAL,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,LOW,HIGH,True,NORMAL
ZERO,False,True,False,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,True,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,NORMAL,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,LOW,LOW,HIGH,False,LOW
NORMAL,False,True,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,True,True,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,LOW,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,NORMAL,HIGH,True,LOW
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,True,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,LOW,LOW,LOW,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,LOW,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
LOW,False,False,True,LOW,LOW,LOW,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
ZERO,False,False,False,HIGH,LOW,LOW,NORMAL,True,LOW
LOW,False,False,False,HIGH,LOW,LOW,NORMAL,True,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,True,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,HIGH,LOW,LOW,HIGH,False,LOW
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,False,False,False,LOW,NORMAL,LOW,NORMAL,False,NORMAL
ZERO,False,False,False,NORMAL,LOW,LOW,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,True,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,True,LOW
HIGH,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,NORMAL,False,LOW
LOW,False,False,False,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
ZERO,False,False,True,LOW,NORMAL,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,LOW,NORMAL,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,False,True,False,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,True,LOW,HIGH,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
ZERO,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,True,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,True,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
HIGH,False,False,False,NORMAL,LOW,HIGH,NORMAL,True,LOW
LOW,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,LOW,HIGH,False,LOW
NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,HIGH,False,LOW
LOW,False,False,False,HIGH,NORMAL,LOW,NORMAL,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
ZERO,False,False,False,NORMAL,LOW,LOW,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
LOW,False,False,False,HIGH,HIGH,LOW,HIGH,True,NORMAL
HIGH,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
LOW,False,False,True,LOW,NORMAL,LOW,HIGH,False,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,True,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
ZERO,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,False,True,LOW,LOW,LOW,NORMAL,False,LOW
NORMAL,False,False,False,HIGH,HIGH,NORMAL,HIGH,True,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
