LungFlow,ChestXray,DuctFlow,CardiacMixing,LungParench
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
High,Asy/Patch,Rt_to_Lt,,Abnormal
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Transp.,Congested
High,Plethoric,,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,,Complete,Congested
High,Plethoric,,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Normal,,Transp.,Normal
High,Normal,,Transp.,Normal
High,Asy/Patch,,Mild,Normal
Low,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Congested
Low,Oligaemic,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Mild,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Normal,,Mild,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Abnormal
High,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,,Transp.,Normal
High,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Complete,Abnormal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
High,Grd_Glass,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,,Mild,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,,Complete,Abnormal
High,Plethoric,,,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
Normal,Asy/Patch,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Congested
High,Grd_Glass,Lt_to_Rt,Mild,Abnormal
High,Plethoric,,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Transp.,Abnormal
High,Plethoric,,Mild,Normal
High,Plethoric,Lt_to_Rt,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,,Congested
High,Normal,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
Normal,Oligaemic,,,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Abnormal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Oligaemic,,Mild,Normal
High,Grd_Glass,,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Normal,Plethoric,Rt_to_Lt,,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Normal,,Transp.,Normal
High,Normal,,Complete,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Normal,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,,Mild,Congested
High,Plethoric,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,,,Normal
Normal,Asy/Patch,Rt_to_Lt,,Congested
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
High,Plethoric,,Complete,Normal
High,Plethoric,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Oligaemic,Rt_to_Lt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
High,Grd_Glass,Lt_to_Rt,,Congested
Normal,Plethoric,Rt_to_Lt,Mild,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,,,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Plethoric,Lt_to_Rt,Mild,Abnormal
Normal,Grd_Glass,,,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Transp.,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Asy/Patch,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Rt_to_Lt,Complete,Congested
Low,Oligaemic,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Congested
Normal,Normal,Lt_to_Rt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
Normal,Normal,,Complete,Normal
Low,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Oligaemic,,Complete,Abnormal
Low,Asy/Patch,,Mild,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Grd_Glass,,,Congested
High,Normal,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
High,Plethoric,,Transp.,Normal
Normal,Plethoric,,,Normal
Low,Asy/Patch,,Transp.,Abnormal
Low,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
High,Oligaemic,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Normal,,Mild,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Normal,,Complete,Abnormal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Normal,Rt_to_Lt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
High,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
Normal,Normal,Rt_to_Lt,Complete,Normal
Normal,Normal,Lt_to_Rt,,Normal
High,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Plethoric,,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Normal,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
High,Plethoric,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Grd_Glass,,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
Low,Oligaemic,,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Normal,Normal,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
High,Oligaemic,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Mild,Normal
Normal,Normal,Rt_to_Lt,,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Normal,Plethoric,,,Congested
High,Asy/Patch,,Transp.,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
High,Oligaemic,,Transp.,Abnormal
Normal,Plethoric,Lt_to_Rt,Complete,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Rt_to_Lt,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Abnormal
Low,Plethoric,Rt_to_Lt,,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,Mild,Congested
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
