LungFlow,ChestXray,Grunting,CO2,DuctFlow,Sick,CardiacMixing,LungParench
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,High,,no,Transp.,Normal
High,Plethoric,yes,Low,,yes,Transp.,Normal
Low,Normal,yes,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Grd_Glass,no,High,,yes,Complete,Congested
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Grd_Glass,no,Normal,,no,Transp.,Congested
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,no,Low,,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Normal,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Mild,Normal
Low,Plethoric,no,Normal,,no,Transp.,Normal
High,Normal,yes,High,,no,Transp.,Abnormal
Normal,Asy/Patch,no,Normal,,no,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Oligaemic,no,High,,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,,yes,,Abnormal
High,Normal,yes,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Mild,Normal
High,Oligaemic,yes,High,,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,,yes,Complete,Congested
Normal,Normal,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,High,,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
High,Normal,no,Normal,,no,Mild,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Grd_Glass,no,High,,no,Transp.,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Low,,yes,Complete,Normal
Low,Oligaemic,yes,High,Rt_to_Lt,no,,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,yes,High,,yes,,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Plethoric,no,Low,Rt_to_Lt,no,Transp.,Congested
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,,yes,Mild,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,,no,Mild,Abnormal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,no,Mild,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Grd_Glass,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Asy/Patch,yes,High,,yes,,Abnormal
Low,Normal,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
High,Normal,no,Normal,,yes,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,Transp.,Normal
High,Grd_Glass,yes,High,,yes,Transp.,Abnormal
High,Grd_Glass,no,Normal,,yes,Transp.,Normal
High,Plethoric,no,Normal,,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Normal,Asy/Patch,yes,Normal,,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,High,,no,Transp.,Normal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,,no,Complete,Abnormal
Normal,Plethoric,yes,Low,Rt_to_Lt,yes,Mild,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,High,,yes,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Plethoric,no,Normal,Lt_to_Rt,no,,Congested
Normal,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Abnormal
Low,Asy/Patch,yes,Normal,,no,Complete,Abnormal
High,Plethoric,yes,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Mild,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Normal,Normal,no,Normal,Rt_to_Lt,no,Complete,Normal
Low,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Normal,no,Normal,,no,Complete,Normal
High,Plethoric,no,Low,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,,Abnormal
High,Grd_Glass,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,yes,Transp.,Abnormal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
High,Plethoric,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Mild,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Normal,no,Normal,,yes,Transp.,Normal
High,Normal,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,no,Mild,Normal
Low,Asy/Patch,yes,Normal,,yes,Complete,Abnormal
High,Plethoric,no,Normal,,yes,Mild,Normal
High,Normal,yes,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,,Congested
Normal,Normal,no,Low,Rt_to_Lt,no,Mild,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,yes,Mild,Abnormal
High,Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
High,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Asy/Patch,no,Normal,,no,Transp.,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
High,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Plethoric,yes,Normal,Rt_to_Lt,yes,,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Oligaemic,yes,High,,yes,Transp.,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Oligaemic,yes,Normal,,yes,Complete,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
High,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,no,Normal,,yes,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Normal,no,High,,yes,Mild,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,Normal,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,yes,Normal,,yes,Mild,Congested
High,Plethoric,no,Normal,,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
High,Oligaemic,no,Low,,yes,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,,Normal
Normal,Normal,yes,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,Normal,,no,,Abnormal
High,Oligaemic,yes,Normal,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
High,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,no,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Normal,Grd_Glass,yes,Normal,Rt_to_Lt,yes,Mild,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,yes,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Normal,no,High,Lt_to_Rt,yes,Complete,Normal
High,Grd_Glass,yes,High,,yes,Transp.,Abnormal
High,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Asy/Patch,yes,Low,,no,Mild,Abnormal
Normal,Grd_Glass,no,High,,yes,Complete,Congested
Low,Oligaemic,no,Normal,,no,Transp.,Normal
High,Normal,no,Normal,,no,Complete,Normal
High,Oligaemic,yes,High,,no,Mild,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,yes,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Congested
Low,Grd_Glass,no,High,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
High,Normal,yes,Normal,Rt_to_Lt,yes,Transp.,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
High,Grd_Glass,no,High,,no,Transp.,Abnormal
Low,Asy/Patch,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Normal,no,Normal,,yes,Mild,Normal
Low,Asy/Patch,yes,High,Rt_to_Lt,yes,Mild,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Mild,Normal
Normal,Asy/Patch,yes,Normal,,no,Transp.,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,High,,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Plethoric,no,Normal,Rt_to_Lt,yes,Complete,Normal
Normal,Plethoric,no,Low,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,yes,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Asy/Patch,yes,High,,no,Complete,Abnormal
High,Plethoric,no,Normal,,yes,Mild,Normal
High,Plethoric,yes,Normal,Lt_to_Rt,no,Complete,Congested
Normal,Normal,yes,Normal,,yes,Transp.,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
High,Grd_Glass,no,High,Lt_to_Rt,no,Complete,Congested
High,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Low,,no,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,High,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Complete,Congested
Normal,Normal,yes,Normal,Rt_to_Lt,no,,Normal
High,Normal,yes,Normal,,yes,Transp.,Abnormal
Low,Asy/Patch,yes,Normal,,no,Transp.,Abnormal
Low,Oligaemic,yes,Normal,,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Mild,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Congested
Normal,Asy/Patch,no,Normal,,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,no,Normal,,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Plethoric,yes,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Mild,Abnormal
Low,Oligaemic,no,High,,no,Transp.,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
High,Normal,no,Low,,no,Transp.,Normal
High,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Rt_to_Lt,yes,,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,,yes,Complete,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,no,,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,Normal,,yes,Transp.,Abnormal
High,Plethoric,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,High,,yes,Transp.,Abnormal
High,Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,High,Lt_to_Rt,yes,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Congested
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,no,Normal,Rt_to_Lt,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
Low,Grd_Glass,yes,Low,Lt_to_Rt,no,Complete,Congested
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,,yes,Mild,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Normal,Asy/Patch,no,Normal,,no,Transp.,Abnormal
High,Normal,no,Low,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Low,,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Low,Lt_to_Rt,no,Transp.,Normal
Normal,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,Normal,Rt_to_Lt,no,,Abnormal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
High,Plethoric,yes,Normal,Rt_to_Lt,no,Transp.,Normal
High,Grd_Glass,yes,High,,no,Mild,Congested
Normal,Normal,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Normal,yes,Normal,,no,Transp.,Abnormal
High,Plethoric,no,Low,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,no,Low,Rt_to_Lt,no,Mild,Normal
Normal,Normal,yes,Normal,,yes,Transp.,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,yes,Complete,Abnormal
High,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Normal,Normal,no,Low,,no,Transp.,Normal
High,Normal,yes,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
