A,B,C,F,G,H,I,J,K,L,M,N,O,P,Q,R,S
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,360 patients,CA_SCIP-VTE-1
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),97%,369 patients,AL_SCIP-INF-6
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,37 patients,AL_PN-4
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,37 patients,AL_PN-4
50196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,HANFORD,CA,93230,KINGS,5595832100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),95%,37 patients,CA_PN-6
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,37 patients,AZ_HF-4
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,38 patients,CA_AMI-4
50192,SIERRA KINGS DISTRICT HOSPITAL,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),82%,38 patients,CA_SCIP-INF-6
30078,PHOENIX INDIAN MEDICAL CENTER,4212 N 16TH ST,PHOENIX,AZ,85016,MARICOPA,6022631200,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,89%,38 patients,AZ_SCIP-VTE-1
10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,3346843655,Acute Care Hospitals,Government - Hospital District or Authority,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,92%,38 patients,AL_HF-1
50082,ST JOHN-S REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,8059882500,Acute Care Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,79%,38 patients,CA_AMI-8A
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,8189023906,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,74%,38 patients,CA_AMI-8A
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,100%,39 patients,AR_PN-7
41318,BOONEVILLE COMMUNITY HOSPITAL,880 WEST MAIN,BOONEVILLE,AR,72927,LOGAN,4796752800,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),87%,39 patients,AR_PN-6
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,AL,36033,BUTLER,3343762205,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,90%,39 patients,AL_PN-2
30100,TUCSON HEART HOSPITAL,4888 NORTH STONE AVENUE,TUCSON,AZ,85704,PIMA,5206962328,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,92%,39 patients,AZ_HF-4
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,39 patients,CA_HF-3
11303,RANDOLPH MEDICAL CENTER,59928 HIGHWAY 22   P O BOX 670,ROANOKE,AL,36274,RANDOLPH,3348634111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,50%,4 patients,AL_AMI-1
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,8313856000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,4 patients,CA_HF-4
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,4 patients,AL_AMI-2
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,4 patients,AL_AMI-2
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,Acute Care Hospitals,Government - Hospital District or Authority,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,75%,4 patients,AL_AMI-2
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,4 patients,CA_AMI-2
41319,DE QUEEN MEDICAL CENTER; INC,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,SEVIER,8705844111,Critical Access Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,50%,4 patients,AR_PN-4
40011,JOHN ED CHAMBERS MEM HOSP; INC,HIGHWAY 10 AT DETROIT STREET,DANVILLE,AR,72833,YELL,4794952241,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,4 patients,AR_AMI-2
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,4 patients,AL_SCIP-INF-6
41312,BAPTIST HEALTH MED CTR HEBER SPINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,4 patients,AR_AMI-2
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,5017766000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),50%,4 patients,AR_AMI-3
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635,ASHLEY,8703644111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,4 patients,AR_HF-4
30084,CHINLE COMPREHENSIVE CARE FACILITY,PO BOX PH,CHINLE,AZ,86503,APACHE,9286747040,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,75%,4 patients,AZ_SCIP-INF-1
41316,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,8705637000,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,100%,4 patients,AR_CAC-2
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,100%,40 patients,CA_SCIP-CARD-2
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,100%,40 patients,AL_PN-5C
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,6194356251,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,85%,40 patients,CA_PN-7
30033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,90%,40 patients,AZ_HF-1
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,5012783100,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,409 patients,AR_PN-5C
30001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,MARICOPA,6238485000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,41 patients,AZ_SCIP-INF-2
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,5302746000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,41 patients,CA_AMI-1
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,3109008900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,41 patients,CA_AMI-4
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTG,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,95%,41 patients,AL_PN-3B
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),93%,41 patients,CA_AMI-3
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Acute Care - VA Medical Center,Government Federal,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,42 patients,AZ_HF-4
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,5012783100,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,76%,42 patients,AR_AMI-8A
40001,SILOAM SPRINGS MEMORIAL HOSPITAL,205 EAST JEFFERSON STREET,SILOAM SPRINGS,AR,72761,BENTON,4795244141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,42 patients,AR_SCIP-VTE-1
50046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,8056402280,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,86%,42 patients,CA_SCIP-INF-2
50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,65%,43 patients,CA_AMI-1
50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,LOS ANGELES,8187907100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),84%,43 patients,CA_PN-6
50196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,HANFORD,CA,93230,KINGS,5595832100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,88%,43 patients,CA_PN-5C
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9517692101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,77%,44 patients,CA_AMI-5
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,7079355106,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,44 patients,CA_SCIP-INF-3
50192,SIERRA KINGS DISTRICT HOSPITAL,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,77%,44 patients,CA_PN-5C
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,75%,44 patients,CA_SCIP-CARD-2
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,COLUMBIA,8702353000,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),77%,44 patients,AR_PN-6
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,87%,45 patients,AZ_PN-7
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,7079355106,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,82%,45 patients,CA_SCIP-VTE-2
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE-S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,45 patients,CA_HF-3
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,82%,45 patients,AL_PN-7
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE-S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,96%,46 patients,CA_PN-4
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,46 patients,CA_AMI-1
41330,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CLAY,8705983881,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,93%,46 patients,AR_PN-3B
30036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,AZ,85224,MARICOPA,4809634561,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),89%,47 patients,AZ_AMI-3
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,5017766000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,47 patients,AR_AMI-1
30036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,AZ,85224,MARICOPA,4809634561,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,96%,47 patients,AZ_PN-4
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,91%,47 patients,AL_PN-2
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,3342894000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,38%,48 patients,AL_PN-7
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),85%,48 patients,AL_SCIP-INF-3
41308,MCGEHEE DESHA COUNTY HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,8702225600,Critical Access Hospitals,Government - Local,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,79%,48 patients,AR_HF-2
41321,BAPTIST HEALTH MED CTR-ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,CLARK,8702452622,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,48 patients,AR_SCIP-INF-3
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,49 patients,AR_SCIP-INF-3
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,SAINT FRANCIS,8702610000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,96%,49 patients,AR_PN-7
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,98%,49 patients,AL_PN-3B
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,9516882211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,49 patients,CA_PN-4
