E,F,G,H,I,J,O
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Widowed,Adm-clerical,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
9,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
6,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
14,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
13,Never-married,Tech-support,Own-child,White,Male,<=50K
11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
12,Never-married,Sales,Not-in-family,White,Female,<=50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
15,Separated,Prof-specialty,Own-child,Black,Female,<=50K
10,Divorced,Sales,Unmarried,White,Female,<=50K
10,Never-married,Sales,Own-child,White,Male,<=50K
9,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
6,Never-married,Other-service,Own-child,White,Female,<=50K
9,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
4,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
8,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
7,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,<=50K
3,Widowed,noValueSetHere123156456,Not-in-family,White,Male,<=50K
12,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,>50K
10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
9,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
9,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
9,Widowed,Other-service,Unmarried,White,Female,<=50K
13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,<=50K
10,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Married-AF-spouse,Other-service,Other-relative,White,Female,<=50K
8,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Divorced,Other-service,Not-in-family,White,Male,<=50K
4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Never-married,Adm-clerical,Other-relative,White,Male,<=50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,>50K
5,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
9,Divorced,Sales,Not-in-family,White,Female,<=50K
9,Never-married,Handlers-cleaners,Own-child,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
10,Never-married,Craft-repair,Not-in-family,White,Male,>50K
13,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
8,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Male,<=50K
9,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
13,Separated,Prof-specialty,Unmarried,White,Male,<=50K
14,Never-married,Adm-clerical,Not-in-family,Black,Female,<=50K
7,Never-married,Other-service,Own-child,Black,Male,<=50K
9,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
14,Never-married,Prof-specialty,Own-child,White,Male,>50K
5,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,<=50K
5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,<=50K
5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
13,Never-married,Other-service,Other-relative,White,Male,<=50K
10,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,>50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
4,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
12,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Married-civ-spouse,Farming-fishing,Wife,White,Female,<=50K
8,Never-married,Other-service,Own-child,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
13,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,<=50K
4,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
10,Never-married,Craft-repair,Other-relative,White,Male,<=50K
13,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
2,Never-married,Priv-house-serv,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
9,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
11,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
4,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
11,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
7,Never-married,Priv-house-serv,Own-child,White,Female,<=50K
13,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
10,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
14,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
13,Never-married,Other-service,Unmarried,Other,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
4,Widowed,Priv-house-serv,Unmarried,White,Female,<=50K
9,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
7,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Never-married,Prof-specialty,Unmarried,Black,Female,<=50K
14,Never-married,Exec-managerial,Other-relative,White,Female,>50K
9,Never-married,Other-service,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
16,Divorced,Sales,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Married-civ-spouse,Sales,Other-relative,White,Female,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Never-married,Adm-clerical,Other-relative,White,Female,<=50K
10,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
14,Married-civ-spouse,Sales,Husband,White,Male,>50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
3,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,<=50K
14,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Never-married,Other-service,Own-child,Black,Male,<=50K
12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
6,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
10,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
6,Never-married,Other-service,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
9,Widowed,Exec-managerial,Not-in-family,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
9,Widowed,Adm-clerical,Unmarried,White,Female,<=50K
14,Never-married,Prof-specialty,Own-child,White,Female,<=50K
10,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
10,Divorced,Other-service,Unmarried,White,Female,<=50K
12,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,Black,Male,<=50K
13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,<=50K
11,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,<=50K
3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
13,Never-married,Adm-clerical,Own-child,Black,Male,<=50K
7,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Never-married,Exec-managerial,Own-child,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
11,Married-civ-spouse,Sales,Husband,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Divorced,Sales,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
9,Never-married,noValueSetHere123156456,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<=50K
6,Never-married,Sales,Own-child,White,Female,<=50K
7,Divorced,Handlers-cleaners,Not-in-family,White,Male,<=50K
9,Never-married,Adm-clerical,Other-relative,White,Female,<=50K
12,Never-married,Other-service,Own-child,White,Female,<=50K
10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,<=50K
13,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,Asian-Pac-Islander,Male,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
11,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
11,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
14,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
7,Never-married,Transport-moving,Unmarried,White,Male,<=50K
9,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
4,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
14,Divorced,Prof-specialty,Not-in-family,White,Male,>50K
10,Divorced,Sales,Unmarried,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
10,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
14,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
11,Widowed,noValueSetHere123156456,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
10,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
9,Never-married,Sales,Unmarried,Black,Female,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
9,Married-civ-spouse,Craft-repair,Husband,Black,Male,>50K
9,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
11,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
13,Never-married,Sales,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
11,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
12,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
13,Never-married,Prof-specialty,Own-child,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<=50K
9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
5,Never-married,Craft-repair,Not-in-family,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
11,Never-married,Craft-repair,Own-child,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
13,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,<=50K
11,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Never-married,Prof-specialty,Own-child,White,Female,<=50K
13,Never-married,Other-service,Not-in-family,White,Female,<=50K
10,Never-married,Sales,Own-child,White,Female,<=50K
6,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Widowed,Adm-clerical,Other-relative,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Divorced,Prof-specialty,Unmarried,Black,Female,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
3,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
13,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
10,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
9,Divorced,Sales,Unmarried,White,Female,<=50K
6,Separated,Machine-op-inspct,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,>50K
9,Never-married,Sales,Own-child,Black,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
5,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
10,Divorced,Other-service,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Tech-support,Husband,Black,Male,>50K
6,Never-married,Other-service,Unmarried,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
9,Never-married,Prof-specialty,Own-child,Black,Male,<=50K
8,Never-married,Priv-house-serv,Own-child,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
7,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
10,Divorced,Adm-clerical,Other-relative,White,Female,<=50K
1,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Separated,Craft-repair,Unmarried,White,Female,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
5,Widowed,Sales,Not-in-family,White,Female,<=50K
9,Widowed,Adm-clerical,Other-relative,White,Female,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50K
9,Divorced,Sales,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Never-married,Farming-fishing,Own-child,White,Male,<=50K
9,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
10,Divorced,Sales,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Never-married,Sales,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Never-married,Sales,Not-in-family,White,Male,<=50K
13,Never-married,Handlers-cleaners,Own-child,White,Female,<=50K
9,Married-civ-spouse,Sales,Husband,Black,Male,<=50K
9,Married-civ-spouse,Sales,Wife,White,Female,<=50K
10,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
9,Never-married,Adm-clerical,Own-child,White,Female,<=50K
10,Never-married,Sales,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Widowed,Exec-managerial,Unmarried,White,Female,<=50K
9,Widowed,Machine-op-inspct,Not-in-family,White,Male,<=50K
3,Never-married,Other-service,Other-relative,White,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Never-married,Machine-op-inspct,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
14,Never-married,Exec-managerial,Not-in-family,White,Female,>50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
2,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
9,Separated,Other-service,Other-relative,Black,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
12,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
3,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
12,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
13,Never-married,Sales,Not-in-family,White,Male,<=50K
9,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
9,Separated,Other-service,Unmarried,Black,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
13,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
