F,G,H,J,M,O
Separated,Craft-repair,Not-in-family,Female,60,<=50K
Separated,noValueSetHere123156456,Not-in-family,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,55,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,<=50K
Divorced,Adm-clerical,Own-child,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,7,<=50K
Married-civ-spouse,noValueSetHere123156456,Wife,Female,30,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Transport-moving,Own-child,Male,50,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,50,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Married-civ-spouse,Sales,Husband,Male,80,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,60,<=50K
Never-married,Craft-repair,Not-in-family,Male,45,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,>50K
Never-married,Handlers-cleaners,Own-child,Female,40,<=50K
Divorced,Craft-repair,Not-in-family,Female,40,<=50K
Divorced,Other-service,Not-in-family,Female,75,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Widowed,noValueSetHere123156456,Unmarried,Female,25,<=50K
Separated,Machine-op-inspct,Unmarried,Female,7,<=50K
Never-married,Sales,Not-in-family,Male,50,<=50K
Never-married,Protective-serv,Own-child,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,60,>50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,16,<=50K
Never-married,Adm-clerical,Own-child,Female,15,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Never-married,Transport-moving,Not-in-family,Male,60,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,60,<=50K
Never-married,Adm-clerical,Own-child,Male,38,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Never-married,Tech-support,Not-in-family,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Other-service,Wife,Female,45,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,55,>50K
Married-civ-spouse,Sales,Wife,Female,30,<=50K
Separated,Exec-managerial,Unmarried,Male,45,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,70,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Never-married,Handlers-cleaners,Own-child,Male,12,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,30,>50K
Never-married,Other-service,Not-in-family,Male,20,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Divorced,Adm-clerical,Unmarried,Female,44,<=50K
Never-married,Machine-op-inspct,Own-child,Male,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,45,<=50K
Never-married,Other-service,Own-child,Male,35,<=50K
Married-civ-spouse,Other-service,Wife,Female,40,<=50K
Separated,Adm-clerical,Unmarried,Female,35,<=50K
Never-married,Prof-specialty,Own-child,Female,4,<=50K
Never-married,Prof-specialty,Not-in-family,Male,45,>50K
Never-married,Sales,Not-in-family,Male,45,>50K
Separated,Transport-moving,Other-relative,Male,40,<=50K
Married-civ-spouse,Craft-repair,Other-relative,Male,40,<=50K
Never-married,noValueSetHere123156456,Own-child,Female,40,<=50K
Widowed,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,65,>50K
Divorced,Other-service,Not-in-family,Female,40,<=50K
Divorced,Exec-managerial,Not-in-family,Male,50,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,20,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,45,<=50K
Never-married,Craft-repair,Own-child,Male,45,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,<=50K
Married-civ-spouse,Other-service,Wife,Female,40,<=50K
Divorced,Adm-clerical,Not-in-family,Female,35,<=50K
Divorced,Adm-clerical,Unmarried,Female,16,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Divorced,Other-service,Unmarried,Female,40,<=50K
Never-married,Exec-managerial,Not-in-family,Female,60,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,4,>50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Wife,Female,40,<=50K
Never-married,Transport-moving,Unmarried,Male,55,<=50K
Widowed,noValueSetHere123156456,Unmarried,Female,28,<=50K
Married-civ-spouse,Other-service,Wife,Female,7,>50K
Divorced,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Never-married,Prof-specialty,Other-relative,Male,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,>50K
Never-married,Farming-fishing,Own-child,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,60,<=50K
Never-married,Adm-clerical,Not-in-family,Female,30,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,28,>50K
Married-civ-spouse,Adm-clerical,Other-relative,Male,40,<=50K
Married-spouse-absent,Sales,Own-child,Female,36,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Divorced,Sales,Own-child,Male,45,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Farming-fishing,Other-relative,Male,10,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,>50K
Divorced,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,>50K
Divorced,Other-service,Not-in-family,Male,40,<=50K
Divorced,Exec-managerial,Unmarried,Female,84,<=50K
Divorced,Craft-repair,Own-child,Male,40,<=50K
Never-married,Prof-specialty,Own-child,Female,21,<=50K
Widowed,Sales,Not-in-family,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,40,<=50K
Married-civ-spouse,Protective-serv,Other-relative,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Never-married,Handlers-cleaners,Own-child,Male,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Never-married,Other-service,Unmarried,Female,20,<=50K
Never-married,Other-service,Own-child,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,25,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,45,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,45,<=50K
Divorced,Adm-clerical,Not-in-family,Female,38,<=50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Never-married,Tech-support,Own-child,Female,40,<=50K
Never-married,Machine-op-inspct,Own-child,Male,50,<=50K
Married-civ-spouse,Sales,Husband,Male,44,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,14,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,60,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,16,<=50K
Married-civ-spouse,Machine-op-inspct,Wife,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,12,>50K
Never-married,Craft-repair,Unmarried,Male,40,<=50K
Never-married,Other-service,Not-in-family,Female,30,<=50K
Separated,Tech-support,Unmarried,Female,40,<=50K
Never-married,noValueSetHere123156456,Own-child,Female,30,<=50K
Divorced,Adm-clerical,Unmarried,Female,35,<=50K
Married-civ-spouse,Other-service,Wife,Female,40,<=50K
Divorced,Handlers-cleaners,Not-in-family,Male,40,<=50K
Never-married,Farming-fishing,Other-relative,Male,40,<=50K
Divorced,Sales,Unmarried,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Other-service,Unmarried,Female,23,<=50K
Never-married,Other-service,Own-child,Female,40,<=50K
Never-married,Sales,Other-relative,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Never-married,Sales,Own-child,Male,25,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Protective-serv,Husband,Male,45,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,41,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Sales,Own-child,Male,20,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,8,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,20,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Sales,Own-child,Female,25,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Married-civ-spouse,Machine-op-inspct,Wife,Female,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,25,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,44,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Married-civ-spouse,Protective-serv,Husband,Male,40,>50K
Divorced,Sales,Not-in-family,Male,60,>50K
Separated,Adm-clerical,Unmarried,Female,37,<=50K
Never-married,Handlers-cleaners,Own-child,Male,48,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,3,<=50K
Never-married,Prof-specialty,Own-child,Female,30,<=50K
Never-married,Sales,Own-child,Female,16,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Divorced,Machine-op-inspct,Not-in-family,Male,56,<=50K
Married-civ-spouse,Craft-repair,Own-child,Male,40,>50K
Divorced,Craft-repair,Unmarried,Female,40,<=50K
Never-married,Protective-serv,Not-in-family,Female,35,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,>50K
Never-married,Prof-specialty,Own-child,Male,20,<=50K
Divorced,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,24,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Never-married,Other-service,Not-in-family,Male,20,<=50K
Never-married,Prof-specialty,Own-child,Female,48,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,42,<=50K
Never-married,Handlers-cleaners,Own-child,Female,40,<=50K
Widowed,Machine-op-inspct,Unmarried,Female,36,<=50K
Never-married,Tech-support,Not-in-family,Male,60,<=50K
Never-married,Prof-specialty,Not-in-family,Female,60,<=50K
Married-civ-spouse,Tech-support,Husband,Male,50,<=50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Divorced,Tech-support,Not-in-family,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Male,40,<=50K
Divorced,Other-service,Not-in-family,Female,20,<=50K
Never-married,noValueSetHere123156456,Own-child,Male,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,34,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Transport-moving,Not-in-family,Male,60,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Never-married,noValueSetHere123156456,Not-in-family,Male,13,<=50K
Never-married,Prof-specialty,Not-in-family,Female,57,>50K
Divorced,Protective-serv,Not-in-family,Male,50,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Transport-moving,Husband,Male,50,<=50K
Never-married,Adm-clerical,Not-in-family,Female,35,<=50K
Divorced,Farming-fishing,Not-in-family,Male,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,55,>50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,14,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Divorced,Adm-clerical,Unmarried,Female,45,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Married-civ-spouse,Machine-op-inspct,Wife,Female,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,44,<=50K
Divorced,Prof-specialty,Own-child,Female,60,>50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Never-married,Sales,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,50,<=50K
Separated,Other-service,Unmarried,Female,25,<=50K
Separated,Other-service,Not-in-family,Female,40,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,30,<=50K
Divorced,Prof-specialty,Unmarried,Female,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,45,>50K
Divorced,Adm-clerical,Unmarried,Female,40,<=50K
Divorced,Sales,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Machine-op-inspct,Wife,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Tech-support,Unmarried,Female,35,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Female,37,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Widowed,Prof-specialty,Not-in-family,Female,20,<=50K
Never-married,Other-service,Not-in-family,Male,40,<=50K
Married-civ-spouse,Protective-serv,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,48,>50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,55,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,45,<=50K
Separated,Prof-specialty,Unmarried,Female,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,50,<=50K
Never-married,Other-service,Not-in-family,Female,40,<=50K
Never-married,Craft-repair,Other-relative,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,45,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,>50K
Divorced,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,40,<=50K
Never-married,Adm-clerical,Unmarried,Female,35,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,60,>50K
Never-married,Sales,Own-child,Female,65,<=50K
Divorced,Sales,Not-in-family,Female,50,<=50K
Never-married,Exec-managerial,Not-in-family,Female,50,<=50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Widowed,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,8,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Tech-support,Not-in-family,Male,42,<=50K
Never-married,Other-service,Not-in-family,Male,60,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,52,>50K
Married-civ-spouse,Farming-fishing,Husband,Male,72,<=50K
Widowed,Sales,Not-in-family,Male,45,>50K
Never-married,Other-service,Not-in-family,Male,48,<=50K
Never-married,Other-service,Other-relative,Female,99,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Divorced,Protective-serv,Not-in-family,Male,81,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,43,>50K
Divorced,Machine-op-inspct,Own-child,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Divorced,Other-service,Unmarried,Female,40,<=50K
Separated,Other-service,Unmarried,Female,20,<=50K
Divorced,Other-service,Unmarried,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,20,>50K
Never-married,Handlers-cleaners,Unmarried,Male,30,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,60,>50K
Divorced,Tech-support,Not-in-family,Male,40,>50K
Never-married,Tech-support,Not-in-family,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,50,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,>50K
Never-married,Exec-managerial,Not-in-family,Male,45,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Prof-specialty,Not-in-family,Female,45,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,55,<=50K
Widowed,Other-service,Not-in-family,Female,44,<=50K
Married-civ-spouse,Sales,Husband,Male,5,<=50K
Never-married,Prof-specialty,Own-child,Female,2,<=50K
Widowed,noValueSetHere123156456,Not-in-family,Female,20,<=50K
Never-married,Other-service,Not-in-family,Female,40,<=50K
Never-married,Other-service,Not-in-family,Female,30,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Divorced,Adm-clerical,Unmarried,Female,35,<=50K
Married-civ-spouse,Other-service,Husband,Male,48,<=50K
Widowed,Exec-managerial,Not-in-family,Female,40,<=50K
Divorced,Sales,Not-in-family,Male,60,>50K
Divorced,noValueSetHere123156456,Not-in-family,Female,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,30,>50K
Never-married,Farming-fishing,Not-in-family,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,15,>50K
Never-married,Handlers-cleaners,Not-in-family,Male,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Wife,Female,24,>50K
Never-married,Prof-specialty,Own-child,Female,15,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,50,>50K
Never-married,Machine-op-inspct,Not-in-family,Female,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Never-married,Other-service,Not-in-family,Male,40,<=50K
Divorced,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,65,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,50,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,<=50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,20,<=50K
Married-civ-spouse,Sales,Husband,Male,45,>50K
Divorced,Other-service,Not-in-family,Female,38,<=50K
Never-married,Other-service,Own-child,Male,26,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Male,40,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,45,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Farming-fishing,Not-in-family,Male,40,<=50K
Never-married,Exec-managerial,Unmarried,Male,90,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Widowed,Sales,Not-in-family,Female,30,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,57,<=50K
Divorced,Prof-specialty,Not-in-family,Female,60,<=50K
