E,H,J,K,L,M,O
10,Unmarried,Female,0,0,40,<=50K
9,Wife,Female,0,1887,40,>50K
9,Husband,Male,0,0,60,<=50K
10,Not-in-family,Male,0,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,48,>50K
14,Not-in-family,Male,0,0,50,<=50K
7,Own-child,Female,0,0,20,<=50K
13,Not-in-family,Female,6849,0,60,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Male,2463,0,40,<=50K
13,Own-child,Female,0,0,15,<=50K
5,Own-child,Male,0,0,26,<=50K
9,Own-child,Male,0,0,80,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,1887,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
10,Other-relative,Female,0,0,35,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
13,Wife,Female,0,0,45,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
11,Not-in-family,Male,0,0,50,<=50K
14,Wife,Female,0,0,40,<=50K
16,Not-in-family,Male,0,0,50,<=50K
13,Husband,Male,0,0,45,<=50K
14,Husband,Male,0,0,45,<=50K
9,Wife,Female,0,0,40,>50K
9,Not-in-family,Male,0,0,60,<=50K
13,Own-child,Male,0,0,50,<=50K
10,Wife,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,20,<=50K
10,Wife,Female,0,0,40,>50K
11,Not-in-family,Male,0,0,48,<=50K
10,Not-in-family,Male,0,1669,60,<=50K
9,Not-in-family,Female,0,0,10,>50K
4,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,38,<=50K
9,Other-relative,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,35,<=50K
14,Husband,Male,0,0,40,<=50K
12,Own-child,Female,0,0,40,<=50K
13,Husband,Male,7688,0,50,>50K
9,Not-in-family,Male,0,0,40,<=50K
7,Unmarried,Female,0,0,8,<=50K
13,Own-child,Female,0,0,37,<=50K
9,Unmarried,Female,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Husband,Male,0,0,60,<=50K
13,Own-child,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Other-relative,Female,0,2339,40,<=50K
13,Husband,Male,0,0,15,<=50K
3,Other-relative,Female,0,0,20,<=50K
8,Wife,Female,0,0,40,<=50K
11,Unmarried,Female,0,0,40,<=50K
3,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
7,Not-in-family,Male,0,0,7,<=50K
14,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,48,<=50K
10,Husband,Male,9386,0,24,>50K
12,Unmarried,Female,0,0,27,<=50K
9,Wife,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,50,<=50K
9,Unmarried,Male,0,0,40,<=50K
9,Own-child,Male,0,0,32,<=50K
13,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,0,30,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,48,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,41,<=50K
7,Own-child,Female,0,0,15,<=50K
9,Not-in-family,Female,0,0,30,<=50K
13,Husband,Male,0,0,40,<=50K
12,Husband,Male,0,0,56,>50K
9,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,>50K
13,Not-in-family,Male,0,0,30,<=50K
13,Own-child,Female,0,0,35,<=50K
9,Unmarried,Male,0,0,45,<=50K
9,Unmarried,Female,0,0,48,<=50K
4,Other-relative,Female,0,0,40,<=50K
7,Own-child,Female,0,0,35,<=50K
10,Not-in-family,Male,4650,0,40,<=50K
9,Own-child,Female,0,0,15,<=50K
9,Not-in-family,Male,0,0,42,<=50K
13,Husband,Male,15024,0,50,>50K
16,Not-in-family,Male,0,2824,40,>50K
9,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,75,>50K
10,Own-child,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,>50K
8,Own-child,Female,0,0,25,<=50K
6,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,38,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,48,>50K
13,Wife,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,30,<=50K
9,Other-relative,Female,0,0,50,<=50K
12,Not-in-family,Female,2354,0,40,<=50K
15,Husband,Male,99999,0,80,>50K
9,Unmarried,Female,0,0,45,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
7,Husband,Male,0,0,40,<=50K
8,Not-in-family,Male,0,0,32,<=50K
13,Husband,Male,0,0,40,>50K
9,Unmarried,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,40,<=50K
7,Not-in-family,Female,0,0,15,<=50K
9,Husband,Male,0,0,70,<=50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,25,<=50K
13,Own-child,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
11,Not-in-family,Male,0,0,35,>50K
14,Husband,Male,0,0,38,<=50K
6,Husband,Male,0,0,40,<=50K
12,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,60,<=50K
14,Own-child,Female,0,0,30,<=50K
9,Not-in-family,Female,0,0,45,<=50K
6,Other-relative,Female,0,0,25,<=50K
13,Husband,Male,0,0,50,<=50K
13,Own-child,Female,0,0,40,<=50K
14,Unmarried,Female,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
9,Unmarried,Female,0,0,38,<=50K
2,Husband,Male,0,0,45,<=50K
9,Husband,Male,0,0,40,<=50K
9,Wife,Female,0,0,15,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,1974,40,<=50K
9,Not-in-family,Female,0,0,15,<=50K
13,Husband,Male,7298,0,40,>50K
9,Not-in-family,Female,0,0,20,<=50K
9,Wife,Female,0,0,40,<=50K
13,Husband,Male,0,0,38,>50K
10,Husband,Male,0,0,42,<=50K
14,Husband,Male,15024,0,40,>50K
7,Own-child,Male,0,0,50,<=50K
4,Not-in-family,Female,0,0,20,<=50K
7,Husband,Male,0,0,40,<=50K
11,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,60,>50K
7,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,0,40,>50K
16,Not-in-family,Male,0,0,50,<=50K
12,Own-child,Male,0,0,44,<=50K
9,Own-child,Female,0,0,15,<=50K
15,Husband,Male,0,0,30,>50K
9,Not-in-family,Male,0,0,60,<=50K
5,Husband,Male,0,0,40,<=50K
6,Unmarried,Female,0,0,25,<=50K
4,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,45,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
16,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,37,<=50K
13,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,45,<=50K
10,Husband,Male,0,0,48,>50K
9,Husband,Male,0,0,40,<=50K
13,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,70,>50K
10,Not-in-family,Male,0,0,45,<=50K
3,Other-relative,Female,0,0,19,<=50K
5,Not-in-family,Male,0,0,40,<=50K
14,Husband,Male,15024,0,50,>50K
1,Not-in-family,Female,0,0,48,<=50K
10,Unmarried,Female,0,0,50,<=50K
9,Husband,Male,0,0,10,<=50K
16,Husband,Male,0,0,40,>50K
9,Unmarried,Female,0,0,40,<=50K
16,Husband,Male,0,0,50,>50K
10,Not-in-family,Female,0,0,8,<=50K
13,Other-relative,Female,0,0,40,<=50K
3,Husband,Male,0,1902,40,<=50K
10,Own-child,Female,0,0,16,<=50K
9,Husband,Male,0,0,40,<=50K
9,Wife,Female,3908,0,40,<=50K
9,Not-in-family,Female,0,0,32,<=50K
9,Husband,Male,0,0,37,<=50K
9,Husband,Male,0,0,60,<=50K
9,Husband,Male,0,0,30,<=50K
10,Not-in-family,Male,0,0,30,<=50K
7,Unmarried,Female,0,0,40,<=50K
10,Own-child,Male,0,0,20,<=50K
10,Not-in-family,Male,27828,0,56,>50K
9,Own-child,Male,0,0,24,<=50K
9,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,40,<=50K
14,Husband,Male,3103,0,50,<=50K
14,Husband,Male,3908,0,50,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Other-relative,Female,0,0,30,<=50K
16,Husband,Male,0,0,60,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
9,Unmarried,Female,0,0,20,<=50K
8,Not-in-family,Female,0,0,38,<=50K
4,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,8,<=50K
7,Other-relative,Female,0,0,24,<=50K
9,Other-relative,Male,0,0,40,<=50K
9,Own-child,Male,2176,0,45,<=50K
13,Husband,Male,0,2002,40,<=50K
9,Own-child,Male,0,0,35,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,70,<=50K
14,Husband,Male,0,0,45,<=50K
15,Husband,Male,0,0,15,>50K
10,Own-child,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
11,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,60,<=50K
13,Own-child,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
12,Not-in-family,Female,0,0,40,<=50K
10,Unmarried,Female,0,0,45,<=50K
9,Unmarried,Female,0,0,25,<=50K
9,Husband,Male,0,0,40,>50K
5,Husband,Male,0,0,40,<=50K
4,Not-in-family,Male,0,0,50,<=50K
9,Husband,Male,2290,0,20,<=50K
13,Wife,Female,0,0,40,>50K
12,Husband,Male,0,0,45,<=50K
10,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,35,<=50K
1,Wife,Female,0,0,40,<=50K
9,Own-child,Male,0,0,35,<=50K
10,Not-in-family,Male,0,0,40,<=50K
11,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,55,<=50K
9,Husband,Male,0,0,55,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,35,>50K
9,Own-child,Female,0,0,20,<=50K
7,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
16,Not-in-family,Female,0,0,15,<=50K
3,Other-relative,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,35,<=50K
10,Husband,Male,0,0,56,>50K
8,Husband,Male,0,0,40,<=50K
14,Unmarried,Female,0,1380,40,<=50K
8,Own-child,Female,0,0,20,<=50K
10,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,60,<=50K
10,Own-child,Male,0,0,40,<=50K
10,Own-child,Female,0,0,50,<=50K
13,Husband,Male,0,1848,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,20051,0,35,>50K
14,Unmarried,Female,0,0,50,<=50K
12,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,<=50K
9,Unmarried,Male,0,0,40,<=50K
9,Husband,Male,0,1887,40,>50K
4,Husband,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,60,>50K
7,Other-relative,Male,0,0,20,<=50K
5,Unmarried,Male,914,0,40,<=50K
10,Not-in-family,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,25,<=50K
12,Own-child,Female,0,1762,40,<=50K
4,Husband,Male,6418,0,99,>50K
4,Husband,Male,0,0,10,<=50K
7,Unmarried,Male,0,0,35,<=50K
13,Husband,Male,0,0,45,>50K
13,Husband,Male,0,1977,40,>50K
10,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,45,<=50K
13,Not-in-family,Male,0,0,35,<=50K
13,Unmarried,Male,0,0,40,<=50K
16,Husband,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,47,<=50K
11,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,6,<=50K
14,Not-in-family,Male,13550,0,50,>50K
13,Not-in-family,Female,4650,0,40,<=50K
13,Unmarried,Female,0,0,50,>50K
10,Not-in-family,Male,0,0,65,>50K
14,Wife,Female,0,0,40,<=50K
9,Own-child,Female,0,0,65,<=50K
9,Not-in-family,Male,0,0,60,<=50K
10,Husband,Male,0,0,44,<=50K
15,Husband,Male,0,0,40,>50K
10,Not-in-family,Male,0,0,45,<=50K
13,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,38,<=50K
13,Husband,Male,0,1485,60,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,65,<=50K
14,Unmarried,Female,0,0,40,>50K
9,Unmarried,Female,0,0,25,<=50K
14,Husband,Male,0,0,48,>50K
13,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
12,Wife,Female,0,0,36,<=50K
10,Other-relative,Male,0,0,22,<=50K
9,Own-child,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
13,Unmarried,Female,0,625,40,<=50K
9,Not-in-family,Male,0,0,50,<=50K
11,Other-relative,Male,0,0,40,<=50K
7,Unmarried,Male,0,0,40,<=50K
13,Husband,Male,0,1887,40,>50K
13,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,49,<=50K
9,Not-in-family,Female,0,0,25,<=50K
14,Not-in-family,Female,0,0,20,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,>50K
16,Husband,Male,0,0,50,>50K
13,Unmarried,Female,0,0,30,<=50K
10,Own-child,Female,0,0,45,<=50K
13,Not-in-family,Male,0,1974,55,<=50K
10,Not-in-family,Female,0,0,35,<=50K
10,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,>50K
10,Own-child,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
7,Husband,Male,0,0,65,<=50K
15,Husband,Male,0,0,35,>50K
12,Husband,Male,0,0,50,>50K
9,Husband,Male,0,1887,45,>50K
12,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,40,<=50K
6,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,55,<=50K
10,Not-in-family,Male,0,0,52,<=50K
10,Not-in-family,Male,0,0,35,<=50K
10,Own-child,Female,0,0,30,<=50K
10,Own-child,Male,0,0,54,<=50K
6,Husband,Male,0,0,40,<=50K
13,Husband,Male,9386,0,45,>50K
9,Husband,Male,0,0,40,>50K
11,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Male,0,0,24,<=50K
10,Husband,Male,0,0,30,<=50K
13,Husband,Male,0,0,38,>50K
10,Husband,Male,0,0,56,>50K
9,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,44,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
11,Own-child,Female,0,0,40,<=50K
14,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,50,>50K
13,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,45,>50K
14,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,36,>50K
14,Husband,Male,0,0,45,>50K
10,Husband,Male,0,0,40,>50K
11,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,60,<=50K
15,Husband,Male,0,0,45,<=50K
9,Not-in-family,Male,0,0,50,<=50K
7,Own-child,Male,1055,0,32,<=50K
10,Not-in-family,Female,0,0,20,<=50K
10,Not-in-family,Female,0,0,15,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,50,<=50K
14,Husband,Male,0,1977,40,>50K
13,Own-child,Female,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,55,<=50K
10,Husband,Male,0,1902,55,>50K
11,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,30,<=50K
9,Not-in-family,Male,0,0,50,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,45,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,30,<=50K
13,Husband,Male,0,0,40,>50K
6,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
5,Husband,Male,0,0,32,<=50K
6,Own-child,Female,0,0,15,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,35,<=50K
11,Not-in-family,Female,0,0,8,<=50K
16,Husband,Male,99999,0,70,>50K
9,Wife,Female,0,1740,35,<=50K
13,Not-in-family,Male,0,0,60,>50K
6,Own-child,Female,0,0,20,<=50K
13,Not-in-family,Female,0,0,60,<=50K
9,Own-child,Male,0,0,20,<=50K
10,Other-relative,Female,0,0,18,<=50K
13,Not-in-family,Male,0,0,30,>50K
10,Own-child,Female,0,0,32,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Wife,Female,0,0,20,<=50K
5,Not-in-family,Male,0,0,45,<=50K
14,Husband,Male,7688,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,38,<=50K
9,Husband,Male,0,0,24,<=50K
6,Other-relative,Male,0,0,30,<=50K
10,Husband,Male,0,0,40,>50K
6,Husband,Male,3103,0,40,>50K
13,Husband,Male,0,0,45,>50K
10,Own-child,Female,0,0,25,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,18,<=50K
9,Husband,Male,0,0,40,>50K
7,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
9,Unmarried,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,36,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,15,<=50K
7,Other-relative,Male,2907,0,50,<=50K
11,Not-in-family,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
8,Own-child,Male,0,0,15,<=50K
9,Not-in-family,Female,0,0,15,<=50K
9,Own-child,Female,0,0,40,<=50K
14,Husband,Male,0,0,40,>50K
13,Own-child,Female,0,0,40,<=50K
10,Not-in-family,Male,2174,0,40,<=50K
7,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,50,>50K
13,Not-in-family,Male,0,0,55,<=50K
4,Husband,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
7,Own-child,Male,0,0,30,<=50K
16,Husband,Male,0,1902,60,>50K
13,Husband,Male,0,0,45,>50K
13,Husband,Male,0,0,70,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,1504,40,<=50K
7,Husband,Male,0,0,40,<=50K
10,Own-child,Male,594,0,10,<=50K
9,Own-child,Female,0,0,40,<=50K
11,Husband,Male,0,0,43,>50K
13,Husband,Male,0,2415,50,>50K
9,Husband,Male,0,0,28,<=50K
9,Not-in-family,Female,0,0,38,<=50K
14,Husband,Male,0,0,25,<=50K
9,Husband,Male,0,0,60,<=50K
13,Wife,Female,0,0,40,<=50K
14,Husband,Male,7298,0,40,>50K
9,Not-in-family,Female,0,0,22,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,1887,40,>50K
10,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,50,>50K
10,Husband,Male,0,0,50,<=50K
13,Wife,Female,0,1902,20,>50K
13,Wife,Female,0,0,40,>50K
9,Wife,Female,0,0,25,<=50K
3,Unmarried,Female,0,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
13,Unmarried,Female,0,0,50,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Wife,Female,0,1887,40,>50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
10,Unmarried,Female,0,0,16,<=50K
9,Husband,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,56,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
12,Own-child,Male,0,1721,20,<=50K
8,Own-child,Male,0,0,15,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,48,<=50K
9,Other-relative,Female,0,0,40,<=50K
13,Husband,Male,0,0,55,>50K
9,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,40,<=50K
11,Not-in-family,Female,0,0,32,<=50K
10,Husband,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,20,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,0,0,20,<=50K
10,Not-in-family,Male,0,0,40,<=50K
6,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,37,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
7,Not-in-family,Male,13550,0,60,>50K
13,Unmarried,Female,0,0,50,>50K
14,Husband,Male,0,0,60,<=50K
10,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,43,<=50K
8,Unmarried,Female,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
4,Not-in-family,Male,6097,0,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Own-child,Female,6849,0,40,<=50K
9,Other-relative,Male,0,0,25,<=50K
10,Husband,Male,0,0,25,<=50K
14,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,10520,0,50,>50K
11,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,44,<=50K
11,Husband,Male,0,0,40,<=50K
12,Husband,Male,2407,0,99,<=50K
10,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,1504,40,<=50K
15,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
10,Husband,Male,0,0,65,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,42,<=50K
13,Not-in-family,Female,0,0,45,<=50K
10,Not-in-family,Male,0,0,42,<=50K
10,Own-child,Female,0,0,15,<=50K
8,Husband,Male,0,0,40,<=50K
14,Husband,Male,3103,0,50,<=50K
12,Not-in-family,Male,0,0,50,<=50K
10,Own-child,Female,0,0,40,<=50K
10,Own-child,Male,0,0,45,<=50K
9,Own-child,Male,0,0,40,<=50K
5,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,50,<=50K
13,Husband,Male,0,0,40,<=50K
7,Own-child,Male,0,0,20,<=50K
9,Husband,Male,7688,0,50,>50K
13,Own-child,Male,0,0,40,<=50K
9,Own-child,Female,0,0,26,<=50K
7,Husband,Male,0,0,35,<=50K
7,Husband,Male,0,0,25,<=50K
9,Not-in-family,Male,0,0,45,<=50K
13,Husband,Male,7298,0,48,>50K
6,Own-child,Female,0,0,48,<=50K
9,Husband,Male,0,0,25,<=50K
12,Husband,Male,0,0,42,>50K
10,Not-in-family,Female,0,0,28,<=50K
13,Husband,Male,0,0,40,>50K
14,Husband,Male,0,0,60,>50K
16,Husband,Male,0,0,35,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,80,<=50K
9,Not-in-family,Female,0,0,10,<=50K
9,Own-child,Male,0,0,40,<=50K
14,Husband,Male,0,0,50,>50K
13,Wife,Female,0,0,40,>50K
13,Husband,Male,0,0,45,>50K
5,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,50,>50K
11,Husband,Male,7298,0,60,>50K
13,Husband,Male,15024,0,70,>50K
10,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Other-relative,Female,0,0,28,<=50K
13,Own-child,Female,0,0,15,<=50K
9,Husband,Male,0,0,48,<=50K
10,Husband,Male,7298,0,60,>50K
10,Husband,Male,0,0,88,<=50K
6,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
12,Own-child,Male,0,0,35,<=50K
6,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
10,Own-child,Male,0,0,15,<=50K
13,Husband,Male,7688,0,40,>50K
10,Own-child,Male,0,0,9,<=50K
7,Not-in-family,Female,0,0,20,<=50K
13,Not-in-family,Male,0,0,50,<=50K
5,Husband,Male,3781,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,>50K
11,Wife,Female,7688,0,40,>50K
13,Husband,Male,15024,0,40,>50K
10,Husband,Male,4064,0,40,<=50K
13,Not-in-family,Female,4865,0,36,<=50K
9,Own-child,Male,0,0,35,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,38,<=50K
12,Husband,Male,4386,0,40,>50K
10,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
12,Not-in-family,Female,0,0,45,<=50K
2,Unmarried,Male,0,0,35,<=50K
10,Not-in-family,Male,0,0,38,<=50K
5,Husband,Male,0,0,20,<=50K
10,Husband,Male,0,1977,98,>50K
13,Husband,Male,5178,0,50,>50K
14,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
14,Wife,Female,0,0,45,>50K
10,Husband,Male,0,0,50,>50K
4,Husband,Male,0,0,10,<=50K
10,Own-child,Male,0,0,40,<=50K
4,Husband,Male,0,0,40,<=50K
