J,M,O
Female,40,>50K
Male,8,<=50K
Male,60,<=50K
Male,8,<=50K
Female,20,<=50K
Female,40,<=50K
Male,48,<=50K
Male,60,<=50K
Female,40,<=50K
Female,30,<=50K
Female,45,<=50K
Female,20,>50K
Female,45,>50K
Male,45,>50K
Male,40,<=50K
Female,20,<=50K
Female,32,<=50K
Male,40,<=50K
Male,45,<=50K
Male,45,<=50K
Male,40,<=50K
Male,50,>50K
Male,34,<=50K
Male,54,<=50K
Female,40,<=50K
Male,44,<=50K
Male,40,<=50K
Male,10,<=50K
Male,50,>50K
Male,20,<=50K
Male,40,<=50K
Female,32,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,35,>50K
Male,40,<=50K
Female,20,<=50K
Male,35,<=50K
Male,50,<=50K
Male,45,<=50K
Male,40,<=50K
Male,40,<=50K
Male,25,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,43,<=50K
Female,6,<=50K
Male,40,<=50K
Female,40,<=50K
Female,20,<=50K
Female,40,<=50K
Male,48,<=50K
Male,40,<=50K
Female,3,<=50K
Male,40,>50K
Female,20,<=50K
Male,66,<=50K
Male,40,<=50K
Male,40,<=50K
Male,32,<=50K
Male,40,<=50K
Female,20,<=50K
Female,40,<=50K
Female,35,<=50K
Female,35,<=50K
Male,30,<=50K
Female,40,>50K
Male,50,>50K
Male,50,<=50K
Female,40,<=50K
Female,35,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,32,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,50,>50K
Male,55,>50K
Male,50,<=50K
Male,45,>50K
Male,45,>50K
Male,40,<=50K
Female,50,>50K
Male,40,>50K
Female,38,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,50,>50K
Male,40,>50K
Female,35,<=50K
Female,15,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,>50K
Male,47,<=50K
Female,36,<=50K
Female,10,<=50K
Male,30,<=50K
Female,40,<=50K
Male,40,>50K
Female,35,<=50K
Male,40,>50K
Female,40,<=50K
Female,40,<=50K
Female,36,<=50K
Male,40,<=50K
Male,15,<=50K
Female,40,<=50K
Female,20,<=50K
Male,40,<=50K
Male,40,<=50K
Female,15,<=50K
Male,40,<=50K
Male,30,<=50K
Male,40,<=50K
Male,55,>50K
Male,40,>50K
Male,40,>50K
Male,45,<=50K
Male,20,<=50K
Male,45,<=50K
Male,40,<=50K
Male,40,<=50K
Female,10,<=50K
Male,40,<=50K
Female,45,<=50K
Male,40,<=50K
Male,40,<=50K
Female,15,>50K
Male,10,<=50K
Male,40,<=50K
Male,50,>50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,15,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,48,<=50K
Male,20,<=50K
Male,35,<=50K
Male,40,>50K
Male,50,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,72,<=50K
Male,45,<=50K
Male,50,>50K
Female,25,<=50K
Male,50,<=50K
Male,45,<=50K
Male,40,<=50K
Male,50,>50K
Male,38,<=50K
Male,48,<=50K
Male,40,<=50K
Male,40,<=50K
Male,60,<=50K
Female,38,>50K
Male,30,<=50K
Male,50,<=50K
Female,16,<=50K
Male,40,<=50K
Female,42,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,42,>50K
Male,40,<=50K
Male,60,<=50K
Male,50,>50K
Female,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,60,>50K
Male,50,>50K
Female,21,<=50K
Male,60,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,35,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,48,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,>50K
Male,40,>50K
Male,40,>50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,70,<=50K
Male,40,<=50K
Female,30,<=50K
Male,80,<=50K
Male,65,>50K
Male,12,<=50K
Male,40,<=50K
Female,25,<=50K
Female,20,<=50K
Male,50,<=50K
Female,50,>50K
Male,8,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,>50K
Male,60,<=50K
Male,25,<=50K
Male,40,<=50K
Male,48,>50K
Male,50,<=50K
Female,20,<=50K
Female,60,<=50K
Female,40,<=50K
Male,40,<=50K
Female,15,<=50K
Male,26,<=50K
Male,80,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Female,35,<=50K
Female,40,<=50K
Male,40,<=50K
Male,45,<=50K
Male,40,>50K
Male,40,<=50K
Female,45,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,50,<=50K
Female,40,<=50K
Male,50,<=50K
Male,45,<=50K
Male,45,<=50K
Female,40,>50K
Male,60,<=50K
Male,50,<=50K
Female,40,<=50K
Female,20,<=50K
Female,40,>50K
Male,48,<=50K
Male,60,<=50K
Female,10,>50K
Female,40,<=50K
Male,38,<=50K
Female,40,<=50K
Female,35,<=50K
Male,40,<=50K
Female,40,<=50K
Male,50,>50K
Male,40,<=50K
Female,8,<=50K
Female,37,<=50K
Female,40,<=50K
Male,40,<=50K
Male,50,<=50K
Male,60,<=50K
Female,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,15,<=50K
Female,20,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,7,<=50K
Male,40,<=50K
Male,48,<=50K
Male,24,>50K
Female,27,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,32,<=50K
Female,40,<=50K
Male,30,<=50K
Male,40,<=50K
Female,48,<=50K
Male,40,<=50K
Male,40,<=50K
Male,41,<=50K
Female,15,<=50K
Female,30,<=50K
Male,40,<=50K
Male,56,>50K
Male,40,<=50K
Male,40,<=50K
Female,50,>50K
Male,30,<=50K
Female,35,<=50K
Male,45,<=50K
Female,48,<=50K
Female,40,<=50K
Female,35,<=50K
Male,40,<=50K
Female,15,<=50K
Male,42,<=50K
Male,50,>50K
Male,40,>50K
Male,40,<=50K
Male,45,<=50K
Male,75,>50K
Male,20,<=50K
Male,40,>50K
Female,25,<=50K
Male,50,<=50K
Male,40,<=50K
Male,38,<=50K
Male,40,<=50K
Male,40,<=50K
Male,48,>50K
Female,40,<=50K
Male,40,>50K
Male,30,<=50K
Female,50,<=50K
Female,40,<=50K
Male,80,>50K
Female,45,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,32,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Female,15,<=50K
Male,70,<=50K
Male,40,<=50K
Male,25,<=50K
Male,40,<=50K
Female,40,<=50K
Male,35,>50K
Male,38,<=50K
Male,40,<=50K
Male,40,<=50K
Male,60,<=50K
Female,30,<=50K
Female,45,<=50K
Female,25,<=50K
Male,50,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,>50K
Female,38,<=50K
Male,45,<=50K
Male,40,<=50K
Female,15,<=50K
Male,40,<=50K
Female,40,<=50K
Female,15,<=50K
Male,40,>50K
Female,20,<=50K
Female,40,<=50K
Male,38,>50K
Male,42,<=50K
Male,40,>50K
Male,50,<=50K
Female,20,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,60,>50K
Female,20,<=50K
Male,40,>50K
Male,50,<=50K
Male,44,<=50K
Female,15,<=50K
Male,30,>50K
Male,60,<=50K
Male,40,<=50K
Female,25,<=50K
Male,40,<=50K
Female,45,<=50K
Male,40,<=50K
Female,40,<=50K
Male,45,>50K
Male,45,<=50K
Male,40,>50K
Male,37,<=50K
Male,40,<=50K
Male,40,<=50K
Male,45,<=50K
Male,48,>50K
Male,40,<=50K
Male,40,<=50K
Male,70,>50K
Male,45,<=50K
Female,19,<=50K
Male,40,<=50K
Male,50,>50K
Female,48,<=50K
Female,50,<=50K
Male,10,<=50K
Male,40,>50K
Female,40,<=50K
Male,50,>50K
Female,8,<=50K
Female,40,<=50K
Male,40,<=50K
Female,16,<=50K
Male,40,<=50K
Female,40,<=50K
Female,32,<=50K
Male,37,<=50K
Male,60,<=50K
Male,30,<=50K
Male,30,<=50K
Female,40,<=50K
Male,20,<=50K
Male,56,>50K
Male,24,<=50K
Male,40,>50K
Female,40,<=50K
Male,50,<=50K
Male,50,<=50K
Female,40,<=50K
Male,40,>50K
Female,30,<=50K
Male,60,<=50K
Male,40,<=50K
Male,40,>50K
Female,20,<=50K
Female,38,<=50K
Male,40,<=50K
Male,8,<=50K
Female,24,<=50K
Male,40,<=50K
Male,45,<=50K
Male,40,<=50K
Male,35,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,70,<=50K
Male,45,<=50K
Male,15,>50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,60,<=50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Female,45,<=50K
Female,25,<=50K
Male,40,>50K
Male,40,<=50K
Male,50,<=50K
Male,20,<=50K
Female,40,>50K
Male,45,<=50K
Male,40,<=50K
Female,40,<=50K
Male,35,<=50K
Female,40,<=50K
Male,35,<=50K
Male,40,<=50K
Male,40,<=50K
Male,55,<=50K
Male,55,<=50K
Male,40,<=50K
Male,35,>50K
Female,20,<=50K
Male,40,<=50K
Female,40,<=50K
Female,15,<=50K
Female,40,<=50K
Female,35,<=50K
Male,56,>50K
Male,40,<=50K
Female,40,<=50K
Female,20,<=50K
Male,40,<=50K
Male,40,<=50K
Male,60,<=50K
Male,40,<=50K
Female,50,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,35,>50K
Female,50,<=50K
Male,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Male,40,>50K
Male,60,>50K
Male,20,<=50K
Male,40,<=50K
Male,20,<=50K
Male,40,>50K
Male,25,<=50K
Female,40,<=50K
Male,99,>50K
Male,10,<=50K
Male,35,<=50K
Male,45,>50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,45,<=50K
Male,35,<=50K
Male,40,<=50K
Male,60,<=50K
Male,40,<=50K
Male,47,<=50K
Male,40,<=50K
Female,6,<=50K
Male,50,>50K
Female,40,<=50K
Female,50,>50K
Male,65,>50K
Female,40,<=50K
Female,65,<=50K
Male,60,<=50K
Male,44,<=50K
Male,40,>50K
Male,45,<=50K
Male,40,<=50K
Female,38,<=50K
Male,60,>50K
Male,40,<=50K
Male,40,<=50K
Male,65,<=50K
Female,40,>50K
Female,25,<=50K
Male,48,>50K
Female,40,<=50K
Male,40,<=50K
Female,36,<=50K
Male,22,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Female,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,49,<=50K
Female,25,<=50K
Female,20,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,>50K
Male,50,>50K
Female,30,<=50K
Female,45,<=50K
Male,55,<=50K
Female,35,<=50K
Male,40,>50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,65,<=50K
Male,35,>50K
Male,50,>50K
Male,45,>50K
Male,50,>50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,55,<=50K
Male,52,<=50K
Male,35,<=50K
Female,30,<=50K
Male,54,<=50K
Male,40,<=50K
Male,45,>50K
Male,40,>50K
Male,40,>50K
Male,40,>50K
Male,40,<=50K
Male,24,<=50K
Male,30,<=50K
Male,38,>50K
Male,56,>50K
Female,40,<=50K
Male,44,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Male,50,>50K
Male,40,<=50K
Male,45,>50K
Male,40,>50K
Male,36,>50K
Male,45,>50K
Male,40,>50K
Female,40,<=50K
Male,20,<=50K
Male,40,<=50K
Male,60,<=50K
Male,45,<=50K
Male,50,<=50K
Male,32,<=50K
Female,20,<=50K
Female,15,<=50K
Female,40,<=50K
Female,40,<=50K
Male,50,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,55,<=50K
Male,55,>50K
Female,40,<=50K
Female,30,<=50K
Male,50,<=50K
Female,40,<=50K
Female,45,<=50K
Male,40,<=50K
Male,30,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,32,<=50K
Female,15,<=50K
Female,40,<=50K
Male,40,<=50K
Female,35,<=50K
Female,8,<=50K
Male,70,>50K
Female,35,<=50K
Male,60,>50K
Female,20,<=50K
Female,60,<=50K
Male,20,<=50K
Female,18,<=50K
Male,30,>50K
Female,32,<=50K
Female,40,<=50K
Female,20,<=50K
Male,45,<=50K
Male,40,>50K
Male,40,<=50K
Female,38,<=50K
Male,24,<=50K
Male,30,<=50K
Male,40,>50K
Male,40,>50K
Male,45,>50K
Female,25,<=50K
Male,40,<=50K
Male,18,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,>50K
Female,40,<=50K
Female,36,<=50K
Male,40,<=50K
Male,15,<=50K
Male,50,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,15,<=50K
Female,15,<=50K
Female,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Male,50,<=50K
Male,50,>50K
Male,55,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,30,<=50K
Male,60,>50K
Male,45,>50K
Male,70,>50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,10,<=50K
Female,40,<=50K
Male,43,>50K
Male,50,>50K
Male,28,<=50K
Female,38,<=50K
Male,25,<=50K
Male,60,<=50K
Female,40,<=50K
Male,40,>50K
Female,22,<=50K
Male,40,>50K
Male,40,>50K
Male,40,<=50K
Male,50,>50K
Male,50,<=50K
Female,20,>50K
Female,40,>50K
Female,25,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,50,<=50K
Female,35,<=50K
Female,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Female,16,<=50K
Male,40,>50K
Female,56,<=50K
Female,40,<=50K
Female,40,<=50K
Male,20,<=50K
Male,15,<=50K
Male,40,>50K
Male,48,<=50K
Female,40,<=50K
Male,55,>50K
Male,40,>50K
Female,40,<=50K
Female,32,<=50K
Male,40,<=50K
Female,40,<=50K
Female,20,<=50K
Male,40,<=50K
Female,20,<=50K
Male,40,<=50K
Male,40,<=50K
Male,37,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,60,>50K
Female,50,>50K
Male,60,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,43,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,25,<=50K
Male,25,<=50K
Male,40,>50K
Male,40,<=50K
Male,50,>50K
Male,40,>50K
Male,44,<=50K
Male,40,<=50K
Male,99,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,65,<=50K
Male,40,<=50K
Female,42,<=50K
Female,45,<=50K
Male,42,<=50K
Female,15,<=50K
Male,40,<=50K
Male,50,<=50K
Male,50,<=50K
Female,40,<=50K
Male,45,<=50K
Male,40,<=50K
Male,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,20,<=50K
Male,50,>50K
Male,40,<=50K
Female,26,<=50K
Male,35,<=50K
Male,25,<=50K
Male,45,<=50K
Male,48,>50K
Female,48,<=50K
Male,25,<=50K
Male,42,>50K
Female,28,<=50K
Male,40,>50K
Male,60,>50K
Male,35,>50K
Male,40,<=50K
Male,40,<=50K
Male,50,<=50K
Male,40,>50K
Male,80,<=50K
Female,10,<=50K
Male,40,<=50K
Male,50,>50K
Female,40,>50K
Male,45,>50K
Male,40,<=50K
Male,50,>50K
Male,60,>50K
Male,70,>50K
Male,40,<=50K
Female,40,<=50K
Female,28,<=50K
Female,15,<=50K
Male,48,<=50K
Male,60,>50K
Male,88,<=50K
Male,40,<=50K
Male,40,<=50K
Male,35,<=50K
Male,40,<=50K
Male,40,>50K
Male,15,<=50K
Male,40,>50K
Male,9,<=50K
Female,20,<=50K
Male,50,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,>50K
Male,40,>50K
Male,40,<=50K
Female,36,<=50K
Male,35,<=50K
Female,40,<=50K
Male,40,<=50K
Female,38,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Female,45,<=50K
Male,35,<=50K
Male,38,<=50K
Male,20,<=50K
Male,98,>50K
Male,50,>50K
Male,40,<=50K
Male,40,<=50K
Female,45,>50K
Male,50,>50K
Male,10,<=50K
Male,40,<=50K
Male,40,<=50K
Male,56,<=50K
Male,53,>50K
Male,8,>50K
Female,20,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,68,>50K
Male,60,<=50K
Female,13,<=50K
Male,45,<=50K
Male,40,<=50K
Female,14,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,>50K
Male,44,<=50K
Female,50,>50K
Male,99,<=50K
Female,30,<=50K
Male,20,<=50K
Male,40,<=50K
Male,45,<=50K
Male,20,<=50K
Male,40,>50K
Male,40,<=50K
Male,50,>50K
Male,40,>50K
Male,55,>50K
Female,60,>50K
Male,40,<=50K
Male,40,<=50K
Male,8,<=50K
Female,30,<=50K
Male,40,<=50K
Male,40,<=50K
Male,30,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,7,<=50K
Female,40,<=50K
Male,40,>50K
Male,60,>50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,20,<=50K
Male,45,>50K
Male,40,<=50K
Male,40,<=50K
Male,45,>50K
Female,32,>50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,44,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,10,<=50K
Male,40,<=50K
Male,40,<=50K
Male,42,>50K
Male,50,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,>50K
Male,48,<=50K
Male,35,>50K
Male,70,>50K
Male,40,>50K
Male,50,>50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,65,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,>50K
Female,25,<=50K
Male,40,<=50K
Male,50,<=50K
Female,40,<=50K
Male,25,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,20,<=50K
Female,40,<=50K
Male,40,>50K
Male,50,>50K
Male,30,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Female,45,<=50K
Female,20,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Male,45,>50K
Female,20,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,20,<=50K
Female,20,<=50K
Female,40,<=50K
Male,40,<=50K
Male,35,<=50K
Male,40,<=50K
Male,42,<=50K
Female,55,<=50K
Female,25,<=50K
Male,60,<=50K
Female,40,<=50K
Male,40,<=50K
Female,35,<=50K
Female,40,<=50K
Male,50,>50K
Female,40,<=50K
Female,45,<=50K
Female,32,<=50K
Female,40,<=50K
Male,60,>50K
Male,50,>50K
Male,60,<=50K
Male,40,<=50K
Female,48,<=50K
Male,50,>50K
Male,45,>50K
Female,40,>50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,50,>50K
Male,45,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Female,15,<=50K
Female,40,<=50K
Female,38,<=50K
Female,60,>50K
Female,50,>50K
Male,70,>50K
Male,50,<=50K
Male,30,<=50K
Male,45,<=50K
Female,38,<=50K
Female,36,<=50K
Male,40,<=50K
Male,40,<=50K
Male,50,<=50K
Female,38,<=50K
Female,25,<=50K
Female,20,<=50K
Female,40,<=50K
Female,40,<=50K
Female,45,<=50K
Male,60,<=50K
Male,40,<=50K
Male,40,>50K
Male,45,>50K
Male,50,<=50K
Male,40,>50K
Female,40,<=50K
Female,29,<=50K
Female,40,<=50K
Male,40,>50K
Female,25,<=50K
Male,40,<=50K
Male,40,>50K
Male,44,<=50K
Male,80,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,44,<=50K
Male,30,<=50K
Female,15,<=50K
Male,50,>50K
Male,40,>50K
Female,40,<=50K
Male,30,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,45,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,10,<=50K
Male,44,<=50K
Female,40,>50K
Female,40,<=50K
Male,20,<=50K
Female,45,<=50K
Female,40,<=50K
Male,40,<=50K
Male,25,<=50K
Female,12,<=50K
Male,40,<=50K
Female,10,<=50K
Male,55,>50K
Male,45,>50K
Male,40,>50K
Male,40,<=50K
Male,45,>50K
Female,16,<=50K
Female,40,<=50K
Female,30,<=50K
Male,35,<=50K
Male,30,<=50K
Female,36,>50K
Male,50,>50K
Male,45,<=50K
Male,40,>50K
Male,50,>50K
Female,40,<=50K
Male,40,<=50K
Male,20,<=50K
Male,40,<=50K
Female,60,<=50K
Male,40,<=50K
Male,65,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,35,>50K
Male,45,>50K
Male,40,<=50K
Male,50,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,42,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,70,>50K
Female,45,<=50K
Male,45,<=50K
Male,40,>50K
Female,40,<=50K
Male,60,<=50K
Male,42,<=50K
Male,45,>50K
Male,56,<=50K
Male,25,<=50K
Male,10,>50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,55,<=50K
Male,98,<=50K
Female,60,>50K
Female,35,<=50K
Female,50,<=50K
Male,40,<=50K
Male,12,<=50K
Male,50,>50K
Male,40,<=50K
Male,50,>50K
Male,40,<=50K
Male,40,<=50K
Male,45,>50K
Male,60,>50K
Female,20,<=50K
Male,25,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,35,<=50K
Female,40,<=50K
Female,35,<=50K
Male,40,<=50K
Male,45,>50K
Male,50,<=50K
Female,20,>50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,48,<=50K
Male,80,>50K
Male,40,>50K
Male,45,<=50K
Female,45,<=50K
Male,40,<=50K
Male,35,<=50K
Male,25,<=50K
Male,50,<=50K
Male,45,<=50K
Female,30,<=50K
Female,30,<=50K
Male,40,<=50K
Female,16,<=50K
Male,40,<=50K
Female,36,<=50K
Male,20,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,50,<=50K
Female,45,<=50K
Male,40,>50K
Female,30,<=50K
Female,24,<=50K
Female,15,<=50K
Male,35,<=50K
Male,40,<=50K
Male,45,<=50K
Female,40,<=50K
Male,14,>50K
Female,38,<=50K
Female,40,<=50K
Male,40,>50K
Male,50,<=50K
Female,60,<=50K
Male,40,<=50K
Male,55,<=50K
Male,50,<=50K
Male,40,<=50K
Male,7,<=50K
Female,30,<=50K
Male,40,>50K
Male,50,<=50K
Male,40,<=50K
Male,50,>50K
Male,40,>50K
Male,50,<=50K
Male,80,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,>50K
Male,40,>50K
Male,60,<=50K
Male,45,>50K
Male,40,>50K
Female,40,<=50K
Female,40,<=50K
Female,75,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,>50K
Female,25,<=50K
Female,7,<=50K
Male,50,<=50K
Female,40,<=50K
Male,60,>50K
Female,40,<=50K
Male,16,<=50K
Female,15,<=50K
Male,40,<=50K
Male,60,<=50K
Male,50,<=50K
Male,60,<=50K
Male,38,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,>50K
Female,45,<=50K
Male,40,>50K
Male,40,>50K
Male,55,>50K
Female,30,<=50K
Male,45,>50K
Male,70,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,12,<=50K
Female,30,>50K
Male,20,<=50K
Male,40,<=50K
Female,44,<=50K
Male,40,<=50K
Male,45,<=50K
Male,35,<=50K
Female,40,<=50K
Female,35,<=50K
Female,4,<=50K
Male,45,>50K
Male,45,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,40,<=50K
Male,65,>50K
Female,40,<=50K
Male,50,<=50K
Male,20,<=50K
Male,40,>50K
Male,45,<=50K
Male,45,<=50K
Male,40,<=50K
Female,40,<=50K
Female,35,<=50K
Female,16,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,<=50K
Female,40,<=50K
Female,60,<=50K
Female,4,>50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,55,<=50K
Female,28,<=50K
Female,7,>50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,60,>50K
Male,45,>50K
Male,40,<=50K
Male,60,<=50K
Female,30,<=50K
Female,28,>50K
Male,40,<=50K
Female,36,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Male,40,<=50K
Male,45,<=50K
Male,40,<=50K
Male,10,<=50K
Male,50,>50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Female,84,<=50K
Male,40,<=50K
Female,21,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,>50K
Male,40,<=50K
Male,40,<=50K
Female,20,<=50K
Male,40,<=50K
Male,25,<=50K
Male,40,<=50K
Male,45,<=50K
Female,40,>50K
Male,40,<=50K
Male,45,<=50K
Female,38,<=50K
Male,50,<=50K
Female,40,<=50K
Male,50,<=50K
Male,44,<=50K
Male,14,<=50K
Male,60,>50K
Male,16,<=50K
Female,40,<=50K
Female,12,>50K
Male,40,<=50K
Female,30,<=50K
Female,40,<=50K
Female,30,<=50K
Female,35,<=50K
Female,40,<=50K
Male,40,<=50K
Male,40,<=50K
Female,40,<=50K
Male,40,<=50K
Female,23,<=50K
Female,40,<=50K
Female,40,<=50K
Male,40,<=50K
Male,25,<=50K
Male,50,>50K
Male,45,<=50K
Male,41,<=50K
Male,40,>50K
Male,20,<=50K
Male,40,<=50K
Male,8,<=50K
Male,20,>50K
Male,40,<=50K
Female,25,<=50K
Male,40,>50K
Male,40,>50K
Female,40,<=50K
Female,25,<=50K
Male,44,<=50K
Male,40,<=50K
Male,40,>50K
Female,40,<=50K
Male,40,>50K
Male,40,>50K
Male,60,>50K
Female,37,<=50K
Male,48,<=50K
Male,3,<=50K
Female,30,<=50K
Female,16,<=50K
Male,40,>50K
Male,56,<=50K
Male,40,>50K
Female,40,<=50K
Female,35,<=50K
