A,F,H,J
23,Never-married,Not-in-family,Male
54,Married-civ-spouse,Husband,Male
40,Never-married,Not-in-family,Female
45,Divorced,Unmarried,Female
50,Married-civ-spouse,Husband,Male
40,Never-married,Other-relative,Male
24,Never-married,Not-in-family,Male
42,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
58,Divorced,Unmarried,Male
47,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
37,Never-married,Own-child,Male
22,Never-married,Not-in-family,Male
29,Married-civ-spouse,Husband,Male
45,Married-civ-spouse,Husband,Male
49,Married-civ-spouse,Husband,Male
44,Married-civ-spouse,Husband,Male
72,Divorced,Not-in-family,Female
63,Married-civ-spouse,Husband,Male
26,Married-civ-spouse,Husband,Male
58,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
28,Never-married,Other-relative,Female
57,Married-civ-spouse,Wife,Female
37,Divorced,Not-in-family,Male
44,Divorced,Not-in-family,Female
31,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Female
57,Married-civ-spouse,Husband,Male
53,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
33,Divorced,Not-in-family,Female
42,Divorced,Unmarried,Female
70,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
72,Divorced,Not-in-family,Female
33,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
64,Married-civ-spouse,Husband,Male
19,Never-married,Not-in-family,Female
48,Divorced,Unmarried,Female
37,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Female
42,Divorced,Not-in-family,Female
43,Married-civ-spouse,Wife,Female
34,Never-married,Own-child,Female
55,Married-civ-spouse,Husband,Male
22,Married-civ-spouse,Husband,Male
39,Divorced,Not-in-family,Female
50,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
25,Never-married,Own-child,Female
52,Divorced,Unmarried,Female
30,Married-civ-spouse,Husband,Male
37,Divorced,Not-in-family,Male
73,Married-civ-spouse,Husband,Male
50,Divorced,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
66,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Male
69,Married-civ-spouse,Husband,Male
23,Never-married,Own-child,Male
55,Widowed,Unmarried,Female
35,Widowed,Unmarried,Female
20,Never-married,Own-child,Female
70,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
34,Never-married,Not-in-family,Male
38,Married-civ-spouse,Husband,Male
33,Divorced,Own-child,Male
43,Separated,Not-in-family,Female
60,Married-civ-spouse,Husband,Male
81,Widowed,Not-in-family,Female
32,Married-civ-spouse,Husband,Male
34,Married-civ-spouse,Husband,Male
46,Never-married,Not-in-family,Male
30,Never-married,Own-child,Male
23,Never-married,Other-relative,Female
29,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
31,Never-married,Other-relative,Male
36,Never-married,Own-child,Female
23,Never-married,Own-child,Male
35,Married-civ-spouse,Husband,Male
28,Never-married,Not-in-family,Female
33,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
27,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
47,Divorced,Not-in-family,Female
25,Married-civ-spouse,Wife,Female
45,Married-civ-spouse,Husband,Male
38,Never-married,Own-child,Female
66,Married-civ-spouse,Husband,Male
65,Never-married,Not-in-family,Female
30,Never-married,Own-child,Male
54,Married-civ-spouse,Wife,Female
49,Divorced,Not-in-family,Female
41,Married-civ-spouse,Wife,Female
48,Married-civ-spouse,Husband,Male
23,Never-married,Unmarried,Female
77,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
30,Married-spouse-absent,Not-in-family,Female
41,Married-civ-spouse,Husband,Male
35,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
66,Married-civ-spouse,Husband,Male
49,Never-married,Unmarried,Female
52,Married-civ-spouse,Husband,Male
24,Married-civ-spouse,Wife,Female
50,Married-civ-spouse,Husband,Male
22,Never-married,Not-in-family,Male
19,Never-married,Own-child,Male
39,Never-married,Unmarried,Female
45,Married-civ-spouse,Husband,Male
61,Divorced,Not-in-family,Male
45,Divorced,Not-in-family,Male
36,Married-civ-spouse,Own-child,Male
40,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
52,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
33,Never-married,Not-in-family,Male
40,Never-married,Own-child,Male
34,Never-married,Not-in-family,Male
46,Divorced,Not-in-family,Male
44,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
44,Married-civ-spouse,Wife,Female
40,Never-married,Not-in-family,Male
20,Never-married,Own-child,Female
24,Never-married,Own-child,Male
76,Widowed,Not-in-family,Male
20,Married-civ-spouse,Other-relative,Male
33,Never-married,Not-in-family,Male
31,Married-civ-spouse,Husband,Male
33,Divorced,Unmarried,Female
19,Never-married,Own-child,Male
29,Never-married,Not-in-family,Male
30,Married-civ-spouse,Husband,Male
48,Divorced,Not-in-family,Male
42,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
28,Never-married,Not-in-family,Female
42,Married-civ-spouse,Husband,Male
60,Married-civ-spouse,Wife,Female
76,Widowed,Not-in-family,Female
21,Never-married,Own-child,Female
29,Never-married,Own-child,Male
43,Married-civ-spouse,Husband,Male
44,Divorced,Own-child,Male
45,Divorced,Unmarried,Female
38,Never-married,Unmarried,Female
28,Married-civ-spouse,Husband,Male
29,Never-married,Own-child,Female
20,Never-married,Own-child,Male
49,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Female
45,Married-civ-spouse,Husband,Male
42,Never-married,Not-in-family,Male
29,Never-married,Unmarried,Female
57,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Male
20,Never-married,Own-child,Female
23,Never-married,Own-child,Male
39,Never-married,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
43,Never-married,Not-in-family,Male
25,Never-married,Own-child,Male
40,Married-civ-spouse,Husband,Male
52,Divorced,Not-in-family,Male
48,Widowed,Unmarried,Female
37,Never-married,Unmarried,Female
36,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Wife,Female
24,Never-married,Not-in-family,Male
42,Divorced,Not-in-family,Male
35,Never-married,Own-child,Male
40,Divorced,Unmarried,Female
50,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
22,Never-married,Other-relative,Male
57,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
61,Never-married,Unmarried,Female
71,Widowed,Unmarried,Female
47,Married-civ-spouse,Husband,Male
38,Never-married,Other-relative,Female
25,Never-married,Not-in-family,Male
33,Married-civ-spouse,Husband,Male
40,Divorced,Unmarried,Female
39,Never-married,Not-in-family,Female
29,Married-civ-spouse,Wife,Female
33,Never-married,Not-in-family,Male
46,Never-married,Own-child,Female
24,Married-civ-spouse,Wife,Female
28,Never-married,Not-in-family,Male
20,Never-married,Not-in-family,Male
34,Divorced,Unmarried,Female
34,Married-civ-spouse,Husband,Male
25,Never-married,Unmarried,Female
36,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
38,Separated,Not-in-family,Female
57,Widowed,Other-relative,Female
20,Never-married,Own-child,Female
56,Married-civ-spouse,Wife,Female
24,Never-married,Not-in-family,Female
60,Divorced,Not-in-family,Female
37,Married-civ-spouse,Husband,Male
27,Married-civ-spouse,Husband,Male
54,Separated,Not-in-family,Male
40,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Male
51,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
64,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Female
33,Married-civ-spouse,Wife,Female
31,Divorced,Unmarried,Female
26,Married-civ-spouse,Husband,Male
54,Never-married,Not-in-family,Female
31,Never-married,Not-in-family,Male
39,Married-spouse-absent,Not-in-family,Male
22,Never-married,Own-child,Male
31,Never-married,Not-in-family,Male
68,Separated,Not-in-family,Male
59,Divorced,Not-in-family,Female
35,Married-civ-spouse,Husband,Male
25,Never-married,Own-child,Male
23,Never-married,Unmarried,Male
35,Divorced,Unmarried,Male
17,Never-married,Own-child,Male
19,Never-married,Not-in-family,Male
53,Married-civ-spouse,Husband,Male
59,Divorced,Unmarried,Female
37,Never-married,Own-child,Female
74,Widowed,Not-in-family,Male
28,Never-married,Not-in-family,Male
40,Never-married,Not-in-family,Male
30,Married-spouse-absent,Not-in-family,Male
20,Never-married,Own-child,Male
80,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Male
37,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
58,Never-married,Not-in-family,Male
57,Married-civ-spouse,Husband,Male
37,Divorced,Not-in-family,Male
23,Never-married,Unmarried,Male
36,Never-married,Not-in-family,Female
33,Married-civ-spouse,Husband,Male
30,Married-civ-spouse,Wife,Female
30,Never-married,Unmarried,Female
41,Married-civ-spouse,Husband,Male
57,Married-civ-spouse,Husband,Male
23,Never-married,Own-child,Male
40,Never-married,Not-in-family,Female
53,Widowed,Not-in-family,Female
31,Never-married,Not-in-family,Male
41,Married-civ-spouse,Husband,Male
36,Never-married,Other-relative,Male
30,Divorced,Not-in-family,Female
44,Married-civ-spouse,Husband,Male
36,Never-married,Own-child,Male
42,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Male
38,Married-civ-spouse,Husband,Male
31,Never-married,Not-in-family,Male
32,Divorced,Own-child,Male
35,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Male
26,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
43,Married-AF-spouse,Wife,Female
33,Married-civ-spouse,Husband,Male
30,Never-married,Own-child,Male
52,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
28,Married-civ-spouse,Husband,Male
57,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
32,Married-civ-spouse,Husband,Male
32,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
69,Married-civ-spouse,Husband,Male
33,Divorced,Unmarried,Male
37,Married-civ-spouse,Husband,Male
36,Never-married,Not-in-family,Male
47,Married-civ-spouse,Husband,Male
63,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Male
17,Never-married,Other-relative,Male
56,Separated,Unmarried,Male
90,Married-civ-spouse,Husband,Male
27,Divorced,Not-in-family,Female
38,Divorced,Unmarried,Female
33,Married-civ-spouse,Husband,Male
26,Never-married,Not-in-family,Female
20,Never-married,Own-child,Female
42,Married-civ-spouse,Husband,Male
55,Divorced,Not-in-family,Female
32,Married-civ-spouse,Wife,Female
66,Married-civ-spouse,Husband,Male
66,Divorced,Not-in-family,Female
49,Divorced,Not-in-family,Female
34,Divorced,Not-in-family,Male
38,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Male
46,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Male
71,Widowed,Not-in-family,Female
37,Divorced,Unmarried,Female
52,Never-married,Not-in-family,Male
27,Never-married,Not-in-family,Female
52,Married-civ-spouse,Wife,Female
31,Never-married,Own-child,Male
37,Married-civ-spouse,Husband,Male
28,Never-married,Not-in-family,Male
25,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
45,Widowed,Unmarried,Female
69,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Female
34,Never-married,Own-child,Male
32,Married-civ-spouse,Wife,Female
23,Never-married,Own-child,Male
66,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
55,Divorced,Not-in-family,Female
24,Never-married,Not-in-family,Male
30,Divorced,Unmarried,Male
49,Divorced,Not-in-family,Male
21,Never-married,Own-child,Female
56,Married-civ-spouse,Husband,Male
25,Married-civ-spouse,Husband,Male
49,Divorced,Not-in-family,Male
58,Married-civ-spouse,Husband,Male
40,Never-married,Not-in-family,Male
62,Divorced,Not-in-family,Female
54,Married-civ-spouse,Husband,Male
34,Never-married,Other-relative,Female
18,Never-married,Own-child,Male
28,Never-married,Not-in-family,Female
32,Married-civ-spouse,Husband,Male
22,Never-married,Not-in-family,Female
34,Never-married,Not-in-family,Male
53,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
41,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Wife,Female
56,Divorced,Other-relative,Male
42,Divorced,Not-in-family,Female
25,Never-married,Own-child,Female
42,Married-civ-spouse,Husband,Male
43,Divorced,Not-in-family,Female
17,Never-married,Own-child,Female
57,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
62,Widowed,Not-in-family,Female
20,Never-married,Own-child,Male
47,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
44,Married-civ-spouse,Wife,Female
48,Married-civ-spouse,Husband,Male
39,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
72,Married-civ-spouse,Husband,Male
53,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
40,Divorced,Not-in-family,Male
34,Separated,Not-in-family,Male
41,Never-married,Own-child,Male
41,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
42,Married-civ-spouse,Husband,Male
54,Never-married,Not-in-family,Male
39,Married-civ-spouse,Wife,Female
37,Divorced,Not-in-family,Male
59,Married-civ-spouse,Husband,Male
69,Married-civ-spouse,Husband,Male
24,Never-married,Own-child,Female
36,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Male
68,Widowed,Not-in-family,Male
20,Separated,Not-in-family,Male
26,Never-married,Not-in-family,Female
48,Widowed,Unmarried,Female
39,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
22,Never-married,Other-relative,Female
34,Divorced,Unmarried,Female
33,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
65,Married-civ-spouse,Husband,Male
23,Married-civ-spouse,Husband,Male
28,Never-married,Not-in-family,Female
34,Divorced,Not-in-family,Male
20,Never-married,Not-in-family,Male
28,Never-married,Not-in-family,Male
52,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Wife,Female
22,Never-married,Own-child,Female
29,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
38,Never-married,Unmarried,Female
22,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Male
43,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Male
54,Married-civ-spouse,Husband,Male
45,Divorced,Unmarried,Female
55,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
65,Divorced,Unmarried,Male
21,Never-married,Own-child,Female
40,Widowed,Unmarried,Female
58,Never-married,Not-in-family,Female
53,Widowed,Not-in-family,Female
39,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
44,Married-civ-spouse,Husband,Male
49,Separated,Own-child,Male
36,Married-civ-spouse,Husband,Male
59,Married-civ-spouse,Husband,Male
33,Divorced,Own-child,Female
36,Never-married,Not-in-family,Male
26,Married-civ-spouse,Wife,Female
22,Never-married,Not-in-family,Female
25,Never-married,Own-child,Male
28,Married-civ-spouse,Wife,Female
41,Divorced,Unmarried,Female
45,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
30,Never-married,Unmarried,Male
33,Married-spouse-absent,Unmarried,Male
34,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Male
31,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Female
47,Divorced,Unmarried,Female
27,Never-married,Not-in-family,Female
18,Never-married,Not-in-family,Male
43,Married-civ-spouse,Husband,Male
36,Widowed,Not-in-family,Female
37,Divorced,Not-in-family,Male
24,Never-married,Own-child,Male
24,Never-married,Not-in-family,Male
38,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
75,Married-civ-spouse,Other-relative,Female
43,Divorced,Not-in-family,Male
64,Divorced,Not-in-family,Female
67,Married-civ-spouse,Husband,Male
36,Divorced,Not-in-family,Female
53,Married-civ-spouse,Husband,Male
22,Never-married,Not-in-family,Male
73,Never-married,Not-in-family,Female
46,Divorced,Not-in-family,Female
45,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
43,Divorced,Not-in-family,Male
21,Never-married,Other-relative,Male
40,Separated,Unmarried,Female
36,Married-civ-spouse,Husband,Male
64,Divorced,Not-in-family,Male
19,Never-married,Own-child,Female
46,Married-civ-spouse,Husband,Male
46,Divorced,Unmarried,Female
41,Never-married,Not-in-family,Female
29,Divorced,Unmarried,Female
28,Never-married,Other-relative,Female
23,Married-civ-spouse,Husband,Male
30,Never-married,Not-in-family,Female
44,Married-spouse-absent,Not-in-family,Female
27,Married-civ-spouse,Husband,Male
25,Never-married,Unmarried,Female
29,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
27,Never-married,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Husband,Male
24,Never-married,Other-relative,Female
56,Married-civ-spouse,Wife,Female
35,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Female
23,Never-married,Not-in-family,Male
19,Never-married,Own-child,Female
42,Married-civ-spouse,Husband,Male
