F,H,I,J,K,N
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,noValueSetHere123156456
Never-married,Other-relative,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Separated,Not-in-family,White,Male,4787,United-States
Never-married,Own-child,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Never-married,Other-relative,Amer-Indian-Eskimo,Male,27828,United-States
Divorced,Not-in-family,White,Male,0,United-States
Separated,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,7688,Japan
Separated,Not-in-family,Amer-Indian-Eskimo,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,Black,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Never-married,Own-child,Asian-Pac-Islander,Male,0,Vietnam
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,2407,United-States
Never-married,Not-in-family,Black,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,Amer-Indian-Eskimo,Male,0,United-States
Married-civ-spouse,Wife,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Unmarried,Black,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,noValueSetHere123156456
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-spouse-absent,Other-relative,White,Female,0,United-States
Never-married,Not-in-family,Black,Female,0,United-States
Divorced,Not-in-family,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,noValueSetHere123156456
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,Black,Male,0,noValueSetHere123156456
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,7688,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,Black,Male,7688,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Unmarried,White,Male,8614,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,Mexico
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,Black,Male,0,United-States
Married-civ-spouse,Wife,White,Female,99999,United-States
Never-married,Unmarried,Black,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-spouse-absent,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,4865,United-States
Divorced,Unmarried,Black,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Widowed,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Own-child,White,Female,0,United-States
Widowed,Not-in-family,White,Female,2964,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-spouse-absent,Not-in-family,White,Male,0,United-States
Divorced,Unmarried,White,Female,2597,United-States
Divorced,Not-in-family,Black,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,Canada
Married-civ-spouse,Wife,White,Female,0,United-States
Divorced,Unmarried,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,Amer-Indian-Eskimo,Male,0,United-States
Never-married,Not-in-family,Other,Male,0,United-States
Divorced,Unmarried,Black,Female,0,United-States
Married-civ-spouse,Husband,Black,Male,7688,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Divorced,Unmarried,White,Female,114,United-States
Never-married,Not-in-family,White,Female,8614,United-States
Never-married,Own-child,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,20051,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Not-in-family,Black,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,7688,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Wife,Black,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Other-relative,White,Female,0,United-States
Divorced,Unmarried,Black,Male,0,United-States
Married-spouse-absent,Other-relative,White,Female,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,594,United-States
Married-spouse-absent,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Unmarried,Black,Female,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,Mexico
Never-married,Not-in-family,White,Female,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Separated,Unmarried,Black,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Wife,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,99999,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Unmarried,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Other-relative,White,Male,0,United-States
Married-civ-spouse,Husband,Black,Male,0,United-States
Divorced,Unmarried,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Widowed,Unmarried,White,Female,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,Columbia
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,3908,United-States
Married-civ-spouse,Husband,White,Male,7688,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,7298,United-States
Never-married,Not-in-family,Asian-Pac-Islander,Male,0,India
Divorced,Unmarried,White,Male,0,United-States
Separated,Unmarried,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Widowed,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Never-married,Own-child,Black,Female,0,United-States
Married-spouse-absent,Own-child,Other,Female,0,United-States
Never-married,Own-child,White,Female,0,Cuba
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Divorced,Unmarried,White,Female,0,United-States
Divorced,Not-in-family,White,Male,0,United-States
Divorced,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-spouse-absent,Not-in-family,White,Female,27828,United-States
Never-married,Other-relative,Black,Male,0,noValueSetHere123156456
Divorced,Unmarried,White,Female,2977,United-States
Widowed,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,Germany
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,Black,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,India
Never-married,Not-in-family,White,Male,0,United-States
Married-spouse-absent,Unmarried,White,Female,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,Hong
Separated,Not-in-family,Black,Female,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Own-child,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Other-relative,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Other-relative,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,5013,United-States
Never-married,Not-in-family,White,Female,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,Mexico
Never-married,Not-in-family,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Married-civ-spouse,Husband,White,Male,0,United-States
Never-married,Not-in-family,White,Male,0,United-States
Never-married,Own-child,White,Male,0,United-States
