I,K,O
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3942,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,>50K
White,2174,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,9386,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,15024,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,1639,<=50K
White,0,<=50K
Other,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,7298,>50K
Asian-Pac-Islander,1055,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,2176,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,8614,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3137,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2174,<=50K
White,0,<=50K
White,1848,<=50K
White,5178,>50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,4064,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,2653,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,99999,>50K
Black,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,9386,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,3942,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,11678,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,4064,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,18481,>50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,20051,>50K
White,2176,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Other,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,7298,>50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,14084,>50K
White,7298,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,4386,>50K
White,0,>50K
Black,0,<=50K
White,99999,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,2062,<=50K
White,0,>50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,27828,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
Asian-Pac-Islander,2202,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
Black,0,<=50K
White,0,<=50K
Other,0,<=50K
Black,0,<=50K
White,0,<=50K
White,8614,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2202,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,8614,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,20051,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,3411,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2463,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
Black,0,<=50K
White,0,<=50K
White,2580,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,8614,>50K
White,0,<=50K
Black,0,<=50K
Black,7298,>50K
Black,0,>50K
White,5556,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,4416,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,14344,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,15024,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,20051,>50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,>50K
White,7298,>50K
Other,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,2829,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,7688,>50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,5455,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,10520,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,2354,<=50K
White,0,<=50K
White,2653,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,10605,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,4787,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,4064,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
Black,4787,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
Black,0,<=50K
Other,0,>50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,594,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,2829,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,3887,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,20051,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,3818,<=50K
White,0,>50K
Other,5178,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,>50K
White,7688,>50K
White,20051,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,7298,>50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,1055,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,3781,<=50K
White,0,<=50K
Black,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,14344,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,1506,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,7298,>50K
