B,F,G,H,J,K,L,O
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Unmarried,Male,4650,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,4865,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Federal-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,2407,0,<=50K
Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,>50K
Private,Never-married,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,Male,0,0,>50K
Private,Divorced,Sales,Unmarried,Female,0,0,<=50K
State-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Divorced,Machine-op-inspct,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Divorced,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Local-gov,Divorced,Adm-clerical,Not-in-family,Female,594,0,<=50K
Private,Never-married,Sales,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,>50K
Local-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,>50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,3103,0,>50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-not-inc,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,2392,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-spouse-absent,Other-service,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Separated,Tech-support,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,>50K
Local-gov,Never-married,Prof-specialty,Own-child,Female,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Widowed,Adm-clerical,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Divorced,Sales,Unmarried,Female,0,0,<=50K
Private,Separated,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,>50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Federal-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,1721,<=50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,1887,>50K
Private,Never-married,Other-service,Unmarried,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,>50K
Private,Never-married,Prof-specialty,Own-child,Male,0,0,<=50K
Private,Never-married,Priv-house-serv,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Other-relative,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
State-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,>50K
Private,Separated,Craft-repair,Unmarried,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Widowed,Sales,Not-in-family,Female,0,0,<=50K
Private,Widowed,Adm-clerical,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Machine-op-inspct,Own-child,Female,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,>50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Never-married,Sales,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,>50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Wife,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Sales,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Widowed,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Widowed,Machine-op-inspct,Not-in-family,Male,6849,0,<=50K
Private,Never-married,Other-service,Other-relative,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Machine-op-inspct,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,5013,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Female,13550,0,>50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Separated,Other-service,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Private,Separated,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Exec-managerial,Own-child,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,>50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Other-relative,Male,0,0,<=50K
Private,Divorced,Sales,Unmarried,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,2635,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Self-emp-inc,Divorced,Exec-managerial,Not-in-family,Male,0,2339,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Divorced,Priv-house-serv,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Federal-gov,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,>50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Other-relative,Female,0,1974,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,5178,0,>50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Protective-serv,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,>50K
Private,Married-spouse-absent,Prof-specialty,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Self-emp-not-inc,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Divorced,Transport-moving,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,>50K
Private,Married-spouse-absent,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,15024,0,>50K
Private,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Federal-gov,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Male,0,653,>50K
Local-gov,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Never-married,Exec-managerial,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,3103,0,>50K
Private,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Federal-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Divorced,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Exec-managerial,Own-child,Male,0,0,<=50K
Self-emp-inc,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,1740,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,0,1887,>50K
State-gov,Divorced,Adm-clerical,Unmarried,Male,2174,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,4508,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Never-married,Exec-managerial,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Widowed,Sales,Not-in-family,Female,0,0,<=50K
Private,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,>50K
Local-gov,Never-married,Protective-serv,Not-in-family,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,>50K
Private,Never-married,Craft-repair,Own-child,Female,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,1719,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Local-gov,Divorced,Protective-serv,Not-in-family,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,>50K
Local-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Craft-repair,Unmarried,Male,0,0,<=50K
State-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Adm-clerical,Own-child,Female,2176,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
State-gov,Divorced,Prof-specialty,Not-in-family,Male,0,1669,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,>50K
Private,Never-married,Handlers-cleaners,Unmarried,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Unmarried,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
