HRBP,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,TPR
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL,NORMAL
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,ZERO,False,HIGH,LOW,HIGH,LOW,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
LOW,LOW,False,NORMAL,LOW,HIGH,LOW,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,ZERO,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
NORMAL,ZERO,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,LOW,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,ZERO,False,HIGH,LOW,NORMAL,LOW,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,True,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,ZERO,LOW
LOW,HIGH,False,HIGH,LOW,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,False,ZERO,LOW
NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
NORMAL,LOW,True,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,LOW,False,HIGH,HIGH
HIGH,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,True,ZERO,LOW
LOW,LOW,False,LOW,LOW,ZERO,HIGH,LOW,NORMAL,False,ZERO,NORMAL
LOW,LOW,True,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,HIGH
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,LOW,NORMAL
LOW,LOW,True,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,True,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,True,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,True,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,True,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,False,NORMAL,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,False,HIGH,LOW
LOW,ZERO,False,HIGH,LOW,ZERO,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,False,NORMAL,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,HIGH,LOW,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
LOW,LOW,True,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,NORMAL,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,ZERO,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,False,NORMAL,LOW
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,LOW,NORMAL,LOW,LOW,HIGH,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,True,LOW,HIGH
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL
LOW,ZERO,False,LOW,LOW,NORMAL,LOW,LOW,HIGH,False,NORMAL,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,HIGH,False,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,HIGH
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
NORMAL,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,True,LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,True,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,False,HIGH,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
