CO2Report,Grunting,CO2,DuctFlow,LungParench
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
>=7.5,yes,Normal,Rt_to_Lt,Congested
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Rt_to_Lt,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,yes,Normal,Rt_to_Lt,Congested
>=7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
>=7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Congested
>=7.5,no,High,Lt_to_Rt,Congested
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,no,Low,,Normal
<7.5,no,Normal,,Congested
<7.5,yes,Normal,Rt_to_Lt,Normal
<7.5,yes,Normal,,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Abnormal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Low,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Abnormal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Rt_to_Lt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Congested
<7.5,no,Normal,,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Rt_to_Lt,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,High,Lt_to_Rt,Abnormal
<7.5,yes,Low,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
>=7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Low,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,Normal,,Abnormal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,,Congested
<7.5,no,Low,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Congested
<7.5,no,Low,Lt_to_Rt,Normal
>=7.5,yes,High,,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,High,Rt_to_Lt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,yes,Low,Lt_to_Rt,Abnormal
<7.5,yes,Normal,,Congested
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Congested
>=7.5,yes,High,,Abnormal
>=7.5,no,High,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,High,Lt_to_Rt,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Congested
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Low,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Low,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Rt_to_Lt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,Normal,Rt_to_Lt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Congested
>=7.5,no,High,Lt_to_Rt,Congested
>=7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Rt_to_Lt,Normal
<7.5,yes,Low,,Abnormal
>=7.5,no,High,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Low,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,yes,Normal,,Abnormal
>=7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
>=7.5,no,High,Rt_to_Lt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Low,,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,yes,Low,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Normal
>=7.5,no,Low,Rt_to_Lt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,High,,Abnormal
<7.5,yes,Normal,,Normal
<7.5,yes,Low,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Rt_to_Lt,Abnormal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,yes,High,Lt_to_Rt,Congested
<7.5,no,Low,,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,Normal,,Normal
<7.5,no,Low,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
>=7.5,yes,High,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Low,,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,Rt_to_Lt,Abnormal
>=7.5,no,High,Rt_to_Lt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,High,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,no,Low,,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,,Congested
<7.5,yes,Normal,Lt_to_Rt,Congested
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,,Abnormal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Congested
<7.5,no,Normal,,Abnormal
>=7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,Normal,,Congested
>=7.5,no,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,High,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Congested
<7.5,no,Normal,,Abnormal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Low,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,Rt_to_Lt,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,,Abnormal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,,Congested
>=7.5,no,High,,Normal
>=7.5,no,High,Rt_to_Lt,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
>=7.5,no,High,,Congested
<7.5,yes,Normal,,Abnormal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Rt_to_Lt,Abnormal
>=7.5,no,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
<7.5,yes,Low,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,yes,Normal,,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Congested
>=7.5,no,High,Rt_to_Lt,Abnormal
<7.5,yes,Normal,,Normal
>=7.5,yes,High,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,yes,Normal,,Abnormal
<7.5,yes,Normal,Rt_to_Lt,Congested
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,Normal,Lt_to_Rt,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Abnormal
>=7.5,no,High,,Congested
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,,Abnormal
<7.5,yes,Normal,,Normal
>=7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,High,,Abnormal
>=7.5,no,High,Lt_to_Rt,Abnormal
>=7.5,no,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
>=7.5,no,Low,,Congested
>=7.5,no,High,,Abnormal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Normal
<7.5,yes,High,Rt_to_Lt,Abnormal
>=7.5,no,High,,Normal
>=7.5,yes,Normal,,Congested
>=7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,High,,Abnormal
>=7.5,no,High,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,yes,Normal,,Abnormal
>=7.5,no,High,Rt_to_Lt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
<7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Congested
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,Lt_to_Rt,Abnormal
<7.5,no,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,High,,Abnormal
>=7.5,yes,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Congested
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Normal,Lt_to_Rt,Abnormal
<7.5,no,Low,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
>=7.5,yes,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,yes,Normal,,Congested
<7.5,yes,Normal,Lt_to_Rt,Normal
<7.5,no,High,Lt_to_Rt,Normal
>=7.5,no,High,,Abnormal
>=7.5,no,Low,Rt_to_Lt,Congested
<7.5,no,Normal,,Normal
<7.5,yes,Normal,,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Low,,Normal
<7.5,no,Normal,Rt_to_Lt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
>=7.5,no,High,Rt_to_Lt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Abnormal
>=7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
>=7.5,no,Low,,Normal
<7.5,no,Normal,,Normal
<7.5,yes,Normal,Rt_to_Lt,Abnormal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,no,Normal,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
<7.5,yes,Low,,Normal
<7.5,no,Normal,Lt_to_Rt,Normal
