HRBP,VENTMACH,VENTTUBE,PULMEMBOLUS,INSUFFANESTH,LVFAILURE,PVSAT,CO,MINVOL,HRSAT,HREKG,VENTALV,TPR,VENTLUNG,ARTCO2,HR,SAO2,CATECHOL,DISCONNECT
HIGH,NORMAL,ZERO,False,True,True,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
LOW,NORMAL,LOW,True,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,False,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,False
HIGH,NORMAL,ZERO,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,ZERO,ZERO,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,HIGH,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,LOW,HIGH,LOW,HIGH,False
LOW,HIGH,HIGH,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,ZERO,False,True,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,HIGH,HIGH,False,True,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,LOW,NORMAL,False
LOW,NORMAL,HIGH,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
LOW,LOW,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,True,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,True
NORMAL,HIGH,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,HIGH,False,True,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,ZERO,ZERO,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,HIGH,HIGH,True,True,False,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,True
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,True
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,ZERO,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,LOW,LOW,NORMAL,HIGH,ZERO,LOW,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,LOW,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,HIGH,HIGH,False,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
LOW,ZERO,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,ZERO,False,False,False,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,NORMAL,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
