LungFlow,XrayReport,ChestXray,LungParench
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Normal,Plethoric,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Normal,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Congested
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Congested
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Abnormal
Low,Normal,Normal,Normal
Low,Plethoric,Plethoric,Abnormal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Plethoric,Plethoric,Abnormal
High,Asy/Patchy,Grd_Glass,Normal
Low,Asy/Patchy,Normal,Normal
Normal,Plethoric,Plethoric,Congested
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Asy/Patch,Abnormal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Grd_Glass,Congested
Low,Normal,Oligaemic,Normal
Low,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Normal,Normal
High,Grd_Glass,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
High,Grd_Glass,Asy/Patch,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Normal
Normal,Normal,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Plethoric,Normal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Normal
Low,Normal,Asy/Patch,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Grd_Glass,Congested
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Low,Normal,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Asy/Patch,Congested
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Congested
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Plethoric,Normal,Normal
High,Oligaemic,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Asy/Patchy,Normal,Normal
Low,Normal,Normal,Abnormal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Congested
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Abnormal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Normal,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Plethoric,Normal,Normal
Normal,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Oligaemic,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Grd_Glass,Grd_Glass,Congested
High,Asy/Patchy,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Grd_Glass,Abnormal
Normal,Asy/Patchy,Asy/Patch,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Oligaemic,Asy/Patch,Congested
High,Grd_Glass,Grd_Glass,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Plethoric,Normal
High,Oligaemic,Oligaemic,Congested
Low,Oligaemic,Oligaemic,Abnormal
High,Asy/Patchy,Asy/Patch,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Congested
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Plethoric,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Abnormal
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Abnormal
High,Plethoric,Grd_Glass,Abnormal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Congested
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Oligaemic,Abnormal
High,Normal,Normal,Abnormal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Congested
High,Grd_Glass,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Normal,Normal
High,Asy/Patchy,Oligaemic,Abnormal
High,Plethoric,Normal,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Normal,Plethoric,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Normal,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Normal,Asy/Patch,Normal
High,Plethoric,Plethoric,Congested
High,Oligaemic,Oligaemic,Abnormal
High,Normal,Plethoric,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
High,Normal,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Abnormal
Normal,Plethoric,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Asy/Patch,Normal
Normal,Normal,Normal,Congested
High,Grd_Glass,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Normal,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Congested
Low,Plethoric,Grd_Glass,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Oligaemic,Grd_Glass,Congested
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Abnormal
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Grd_Glass,Normal,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
