VENTTUBE,PULMEMBOLUS,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,DISCONNECT,MINVOLSET
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
ZERO,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,NORMAL,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,LOW,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,LOW
LOW,False,ESOPHAGEAL,NORMAL,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,True,LOW
ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,True,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
ZERO,False,NORMAL,LOW,HIGH,LOW,ZERO,LOW,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,True,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ONESIDED,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,HIGH,True,NORMAL
ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,True,LOW
ZERO,False,ONESIDED,LOW,LOW,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,NORMAL,NORMAL,ZERO,NORMAL,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,True,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,False,ONESIDED,ZERO,LOW,LOW,NORMAL,LOW,NORMAL,HIGH,ZERO,LOW,LOW,LOW,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
LOW,False,ESOPHAGEAL,NORMAL,LOW,LOW,ZERO,LOW,ZERO,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
