RUQO2,HypoxiaInO2,BirthAsphyxia,Disease,Grunting,LowerBodyO2,HypDistrib,Sick,CardiacMixing,LungParench
<5,Severe,no,Fallot,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,yes,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,Lung,yes,5-12,Equal,yes,,Abnormal
12+,Mild,no,Fallot,no,5-12,Unequal,no,Complete,Normal
12+,Moderate,no,TAPVD,no,<5,Equal,yes,Complete,Normal
5-12,Moderate,no,Lung,no,<5,Unequal,yes,Mild,Congested
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Moderate,yes,Fallot,no,<5,Equal,yes,Complete,Normal
<5,Severe,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Mild,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,yes,5-12,Equal,yes,Complete,Congested
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
<5,Moderate,no,Fallot,no,<5,Equal,no,Mild,Normal
<5,Severe,no,PAIVS,no,12+,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,PFC,no,5-12,Unequal,no,,Abnormal
5-12,Mild,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,no,Fallot,no,12+,Equal,no,Complete,Normal
5-12,Severe,yes,TGA,yes,<5,Equal,yes,Transp.,Abnormal
5-12,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Complete,Abnormal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PFC,no,5-12,Equal,no,Mild,Abnormal
12+,Moderate,no,TGA,yes,5-12,Equal,yes,Mild,Normal
<5,Moderate,no,TAPVD,no,<5,Equal,yes,Complete,Congested
5-12,Moderate,no,PAIVS,no,<5,Equal,yes,Complete,Normal
12+,Mild,no,PAIVS,yes,12+,Equal,yes,Complete,Normal
<5,Severe,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PFC,no,<5,Unequal,yes,Mild,Normal
5-12,Severe,no,Fallot,no,12+,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
5-12,Severe,no,TAPVD,no,<5,Equal,no,Complete,Congested
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,yes,<5,Equal,no,Complete,Normal
5-12,Severe,no,TGA,yes,5-12,Equal,yes,Transp.,Abnormal
5-12,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
12+,Moderate,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,TGA,yes,5-12,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Severe,no,Lung,no,12+,Unequal,no,,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
<5,Moderate,no,TGA,no,5-12,Unequal,no,Transp.,Normal
5-12,Severe,no,TGA,yes,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,PFC,yes,5-12,Equal,yes,Complete,Abnormal
5-12,Severe,no,Fallot,yes,12+,Equal,no,Complete,Abnormal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TAPVD,no,5-12,Equal,no,Complete,Congested
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Severe,no,PAIVS,no,5-12,Equal,yes,,Normal
<5,Severe,no,TGA,yes,5-12,Equal,yes,Transp.,Normal
<5,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
12+,Moderate,no,Lung,yes,5-12,Equal,no,,Abnormal
<5,Severe,no,PAIVS,no,<5,Unequal,no,Complete,Abnormal
5-12,Severe,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
12+,Mild,no,Fallot,no,12+,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Moderate,no,TGA,yes,<5,Equal,yes,Transp.,Congested
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Congested
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,Fallot,no,<5,Equal,no,Mild,Normal
<5,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
12+,Mild,no,Lung,no,12+,Equal,yes,,Abnormal
<5,Severe,no,PAIVS,no,5-12,Equal,no,Complete,Abnormal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Congested
<5,Moderate,no,Fallot,no,12+,Equal,no,Complete,Normal
5-12,Severe,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,<5,Equal,yes,Complete,Normal
<5,Moderate,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Mild,no,PAIVS,yes,12+,Equal,yes,Complete,Normal
12+,Mild,no,TGA,no,<5,Unequal,no,Transp.,Normal
<5,Mild,no,PFC,yes,12+,Equal,no,,Abnormal
<5,Severe,no,PAIVS,yes,<5,Equal,no,Transp.,Congested
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,no,<5,Equal,yes,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,yes,Complete,Normal
5-12,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,<5,Equal,yes,Complete,Normal
12+,Mild,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,yes,5-12,Equal,yes,Complete,Abnormal
<5,Moderate,no,Fallot,no,5-12,Unequal,no,Complete,Normal
12+,Moderate,no,Fallot,no,5-12,Unequal,no,Complete,Normal
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Congested
<5,Moderate,no,TGA,no,12+,Equal,no,Transp.,Normal
12+,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,no,TAPVD,yes,5-12,Equal,yes,Complete,Congested
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
12+,Mild,yes,PFC,no,12+,Equal,no,Mild,Normal
<5,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Mild,Normal
<5,Severe,no,TGA,no,5-12,Unequal,no,Transp.,Normal
5-12,Moderate,no,Fallot,yes,5-12,Equal,no,Mild,Abnormal
<5,Moderate,no,TAPVD,yes,<5,Equal,yes,Complete,Abnormal
<5,Moderate,no,PFC,yes,5-12,Equal,no,,Abnormal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,12+,Equal,yes,Mild,Normal
5-12,Moderate,no,Fallot,no,12+,Equal,no,Complete,Congested
5-12,Severe,no,PAIVS,no,12+,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,12+,Equal,no,Complete,Abnormal
<5,Severe,no,PAIVS,no,12+,Equal,no,Complete,Normal
<5,Severe,no,Fallot,yes,<5,Equal,yes,,Abnormal
<5,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
12+,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Severe,yes,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PFC,no,5-12,Equal,yes,Mild,Normal
<5,Moderate,no,TGA,no,<5,Equal,yes,Transp.,Normal
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Severe,yes,Fallot,no,12+,Equal,no,Mild,Normal
<5,Moderate,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,no,12+,Equal,no,Complete,Normal
5-12,Moderate,no,Lung,no,<5,Equal,no,Mild,Normal
5-12,Moderate,no,Lung,yes,5-12,Equal,yes,Mild,Abnormal
5-12,Moderate,no,TAPVD,yes,<5,Equal,yes,Complete,Abnormal
<5,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Mild,no,TGA,yes,12+,Equal,yes,,Congested
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Severe,no,Fallot,no,5-12,Equal,no,Mild,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
12+,Mild,no,PAIVS,no,12+,Equal,no,Complete,Normal
<5,Severe,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
12+,Mild,no,TGA,no,<5,Unequal,yes,Transp.,Normal
5-12,Severe,no,Lung,no,<5,Unequal,no,,Abnormal
<5,Moderate,no,TAPVD,no,5-12,Equal,yes,Complete,Congested
<5,Moderate,yes,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,yes,PFC,no,12+,Unequal,no,Mild,Normal
5-12,Mild,yes,PFC,yes,5-12,Unequal,yes,,Normal
<5,Moderate,no,TGA,no,<5,Equal,no,Mild,Normal
<5,Moderate,no,TAPVD,no,<5,Equal,yes,Complete,Congested
5-12,Severe,no,Fallot,yes,<5,Equal,no,Complete,Abnormal
<5,Severe,no,TGA,yes,<5,Equal,yes,Transp.,Abnormal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Severe,yes,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,<5,Equal,yes,,Abnormal
5-12,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
<5,Moderate,yes,TGA,no,5-12,Equal,no,Mild,Normal
5-12,Severe,no,PAIVS,no,<5,Equal,no,Complete,Abnormal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Severe,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,yes,<5,Equal,yes,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
5-12,Mild,no,TGA,no,12+,Equal,no,Transp.,Abnormal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PFC,no,5-12,Equal,yes,Complete,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Severe,no,TGA,yes,<5,Unequal,no,Transp.,Congested
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,Lung,no,<5,Equal,no,Mild,Abnormal
<5,Severe,no,TGA,yes,5-12,Equal,yes,Transp.,Normal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
12+,Mild,no,Lung,no,5-12,Equal,no,,Abnormal
<5,Moderate,no,Lung,yes,<5,Unequal,yes,Mild,Abnormal
<5,Severe,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Severe,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Moderate,yes,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,yes,PAIVS,no,5-12,Equal,no,Complete,Normal
12+,Moderate,no,Fallot,no,<5,Unequal,no,Complete,Normal
5-12,Moderate,no,TAPVD,no,5-12,Equal,yes,Complete,Congested
5-12,Mild,yes,PFC,no,5-12,Equal,no,,Normal
5-12,Severe,yes,TGA,no,5-12,Equal,yes,Transp.,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,yes,5-12,Unequal,no,Complete,Congested
12+,Mild,no,PAIVS,yes,12+,Equal,no,Complete,Abnormal
12+,Mild,no,Lung,yes,12+,Equal,yes,Mild,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Congested
5-12,Severe,no,TAPVD,no,12+,Equal,yes,Complete,Congested
<5,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Abnormal
12+,Moderate,no,PAIVS,yes,5-12,Equal,no,Complete,Normal
12+,Severe,no,Fallot,yes,<5,Equal,no,Complete,Normal
12+,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Unequal,no,Transp.,Normal
5-12,Moderate,no,Lung,yes,5-12,Equal,yes,Mild,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Severe,no,PAIVS,no,<5,Equal,yes,Complete,Normal
<5,Mild,no,Lung,yes,12+,Equal,yes,Mild,Abnormal
<5,Severe,no,TGA,yes,<5,Equal,yes,Transp.,Abnormal
5-12,Moderate,no,Fallot,no,5-12,Equal,yes,Mild,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Severe,no,TGA,no,12+,Equal,no,Transp.,Normal
5-12,Moderate,no,Lung,yes,12+,Equal,no,Mild,Congested
<5,Severe,no,PAIVS,yes,12+,Equal,no,Complete,Abnormal
<5,Severe,no,TGA,no,5-12,Unequal,yes,Transp.,Normal
12+,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PFC,no,5-12,Equal,yes,Mild,Normal
<5,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,yes,<5,Equal,no,Complete,Abnormal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Severe,no,Fallot,no,<5,Equal,no,Transp.,Abnormal
<5,Severe,yes,Fallot,no,<5,Equal,no,Complete,Normal
12+,Mild,no,Fallot,no,12+,Equal,yes,Complete,Normal
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Severe,no,PAIVS,no,<5,Equal,yes,Complete,Congested
5-12,Severe,no,TGA,no,5-12,Unequal,no,Transp.,Normal
5-12,Moderate,no,Fallot,yes,5-12,Equal,no,Complete,Abnormal
12+,Severe,yes,TGA,no,<5,Unequal,no,Transp.,Normal
<5,Severe,no,TAPVD,no,5-12,Equal,no,Complete,Congested
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,yes,Complete,Normal
12+,Mild,yes,TGA,no,12+,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
12+,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Mild,no,TGA,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,no,<5,Equal,no,Complete,Normal
<5,Severe,no,TGA,yes,<5,Equal,no,Transp.,Abnormal
12+,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,PFC,yes,5-12,Equal,yes,Complete,Abnormal
5-12,Moderate,no,PAIVS,yes,5-12,Equal,yes,Complete,Congested
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
12+,Mild,no,Fallot,no,12+,Equal,no,Complete,Normal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Congested
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
12+,Severe,no,Fallot,yes,5-12,Equal,no,Mild,Abnormal
12+,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
<5,Severe,no,Lung,no,5-12,Unequal,yes,Mild,Congested
5-12,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
5-12,Moderate,no,Fallot,no,12+,Unequal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Moderate,no,Fallot,no,12+,Equal,no,Mild,Normal
5-12,Mild,no,Fallot,yes,12+,Equal,no,,Abnormal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Mild,yes,PAIVS,no,12+,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,12+,Equal,yes,Mild,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Mild,no,PFC,no,12+,Equal,no,Mild,Normal
5-12,Moderate,yes,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TAPVD,no,<5,Equal,yes,Complete,Congested
<5,Moderate,no,Fallot,yes,5-12,Unequal,no,Complete,Normal
12+,Severe,no,Fallot,no,<5,Equal,yes,Complete,Normal
12+,Mild,no,PAIVS,yes,12+,Equal,yes,Complete,Normal
12+,Moderate,yes,PFC,yes,<5,Equal,yes,Mild,Abnormal
5-12,Moderate,no,PAIVS,yes,<5,Equal,no,Complete,Normal
<5,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
12+,Mild,no,Lung,no,12+,Equal,yes,,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,Lung,yes,12+,Unequal,yes,Transp.,Abnormal
<5,Mild,no,PAIVS,yes,12+,Equal,yes,Complete,Abnormal
<5,Severe,no,TGA,yes,<5,Equal,no,Transp.,Abnormal
<5,Severe,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Severe,yes,TGA,no,<5,Equal,yes,Mild,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,yes,<5,Equal,no,Mild,Normal
<5,Moderate,no,Lung,yes,5-12,Equal,yes,Mild,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,yes,PFC,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,no,PFC,no,<5,Unequal,no,Mild,Congested
<5,Moderate,no,Fallot,no,5-12,Equal,no,Mild,Abnormal
<5,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
<5,Moderate,no,TGA,no,12+,Equal,yes,Transp.,Normal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
12+,Moderate,no,PAIVS,yes,<5,Equal,yes,Complete,Abnormal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
12+,Severe,no,TGA,no,5-12,Equal,no,Transp.,Abnormal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Lung,no,5-12,Unequal,yes,Mild,Congested
<5,Severe,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,yes,5-12,Equal,yes,Complete,Abnormal
5-12,Moderate,no,Fallot,no,5-12,Equal,yes,Complete,Normal
<5,Moderate,yes,Fallot,no,<5,Equal,no,Complete,Normal
<5,Moderate,no,TGA,yes,5-12,Equal,no,Transp.,Abnormal
5-12,Moderate,no,TGA,no,5-12,Unequal,no,Transp.,Normal
5-12,Moderate,yes,Fallot,yes,5-12,Equal,no,Complete,Normal
<5,Moderate,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,yes,5-12,Equal,no,Complete,Normal
<5,Severe,no,Lung,yes,<5,Equal,yes,Complete,Abnormal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Mild,yes,Fallot,yes,5-12,Equal,yes,Mild,Abnormal
5-12,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Mild,Normal
<5,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,yes,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,TGA,yes,5-12,Equal,no,Transp.,Normal
12+,Mild,no,Fallot,no,5-12,Equal,yes,,Normal
5-12,Severe,no,TGA,no,12+,Equal,no,Transp.,Normal
12+,Mild,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Moderate,yes,TGA,no,5-12,Unequal,yes,Transp.,Normal
12+,Mild,no,Lung,yes,<5,Equal,yes,,Abnormal
12+,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Abnormal
5-12,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
<5,Severe,no,TGA,yes,<5,Equal,yes,Transp.,Abnormal
12+,Severe,no,TAPVD,yes,<5,Equal,no,Complete,Abnormal
5-12,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,no,<5,Equal,yes,Complete,Normal
<5,Severe,no,PAIVS,yes,5-12,Equal,yes,Complete,Normal
5-12,Severe,yes,TGA,no,12+,Equal,yes,Transp.,Normal
5-12,Moderate,no,PAIVS,no,<5,Equal,yes,Complete,Normal
<5,Moderate,no,TAPVD,no,5-12,Equal,yes,Complete,Congested
5-12,Moderate,no,PAIVS,no,<5,Unequal,yes,Complete,Normal
5-12,Moderate,no,Fallot,no,12+,Equal,no,Mild,Normal
<5,Severe,yes,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,no,<5,Equal,no,Complete,Abnormal
5-12,Severe,no,PAIVS,no,5-12,Equal,no,Complete,Normal
<5,Moderate,no,Fallot,no,12+,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Severe,no,TGA,no,5-12,Equal,yes,Transp.,Normal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
12+,Severe,no,PAIVS,no,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,TGA,no,<5,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,yes,Fallot,yes,<5,Equal,no,Complete,Abnormal
5-12,Moderate,yes,PAIVS,no,<5,Equal,yes,Complete,Normal
5-12,Mild,no,Fallot,yes,12+,Equal,no,Mild,Abnormal
5-12,Moderate,yes,PFC,no,<5,Unequal,yes,,Congested
5-12,Mild,no,PFC,no,5-12,Unequal,yes,,Normal
5-12,Mild,no,PAIVS,no,12+,Equal,no,Complete,Normal
<5,Severe,no,TGA,yes,<5,Equal,yes,Transp.,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,TAPVD,no,<5,Equal,yes,Mild,Congested
12+,Moderate,yes,Fallot,yes,<5,Equal,no,Complete,Abnormal
12+,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Abnormal
<5,Severe,no,TGA,yes,<5,Equal,yes,Transp.,Normal
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Abnormal
5-12,Moderate,no,PAIVS,no,5-12,Equal,yes,Complete,Normal
12+,Severe,no,TGA,yes,12+,Equal,no,Transp.,Abnormal
<5,Severe,no,PAIVS,no,5-12,Equal,no,Complete,Abnormal
5-12,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
<5,Moderate,no,Fallot,yes,5-12,Equal,yes,Complete,Abnormal
<5,Severe,no,PAIVS,no,5-12,Equal,no,Complete,Abnormal
<5,Severe,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,no,5-12,Equal,no,Complete,Normal
5-12,Severe,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
12+,Moderate,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,PAIVS,yes,5-12,Equal,yes,Complete,Normal
12+,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,TGA,yes,5-12,Equal,yes,Mild,Normal
<5,Severe,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,PAIVS,yes,<5,Equal,no,Transp.,Abnormal
12+,Mild,no,PAIVS,no,5-12,Equal,yes,,Normal
12+,Mild,no,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,yes,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,yes,PFC,yes,5-12,Unequal,no,,Congested
<5,Severe,no,PFC,yes,<5,Unequal,no,Mild,Abnormal
<5,Severe,no,Fallot,no,<5,Equal,yes,Complete,Abnormal
<5,Severe,no,TGA,yes,5-12,Equal,yes,Transp.,Normal
<5,Mild,yes,Lung,yes,12+,Unequal,yes,,Congested
<5,Severe,no,TGA,no,<5,Equal,no,Transp.,Normal
<5,Mild,no,Fallot,no,12+,Equal,no,Complete,Normal
12+,Moderate,no,TGA,no,12+,Unequal,no,Complete,Abnormal
5-12,Moderate,no,PAIVS,no,<5,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,5-12,Equal,no,Complete,Normal
<5,Moderate,no,TGA,no,5-12,Equal,yes,Complete,Normal
5-12,Moderate,no,TAPVD,no,5-12,Equal,yes,Complete,Congested
5-12,Moderate,no,TAPVD,no,5-12,Equal,yes,Complete,Normal
<5,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
12+,Mild,no,PAIVS,no,12+,Equal,yes,Complete,Normal
5-12,Moderate,no,TGA,no,5-12,Equal,no,Transp.,Normal
5-12,Moderate,no,PAIVS,yes,<5,Equal,no,Complete,Normal
<5,Moderate,yes,PAIVS,no,5-12,Equal,no,Complete,Normal
5-12,Moderate,no,Fallot,no,<5,Equal,no,Complete,Normal
12+,Moderate,no,TAPVD,yes,5-12,Equal,yes,Complete,Congested
5-12,Severe,no,TGA,no,<5,Equal,yes,Transp.,Normal
5-12,Moderate,yes,PFC,no,<5,Unequal,no,Mild,Normal
