VENTTUBE,MINVOL,VENTALV,VENTLUNG,PRESS
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,NORMAL,LOW
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,NORMAL,NORMAL,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
NORMAL,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,HIGH,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,NORMAL,NORMAL,ZERO
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
ZERO,NORMAL,NORMAL,ZERO,ZERO
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,HIGH,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,ZERO
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,ZERO
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,NORMAL,NORMAL,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,LOW,ZERO,HIGH
LOW,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,NORMAL,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,HIGH,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,LOW,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,ZERO
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,LOW
LOW,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,ZERO,ZERO,ZERO,LOW
LOW,LOW,NORMAL,NORMAL,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,LOW,LOW,HIGH,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,HIGH,HIGH,LOW,NORMAL
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,NORMAL,NORMAL,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,LOW,NORMAL,ZERO,HIGH
LOW,LOW,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,LOW,HIGH,HIGH
LOW,LOW,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,HIGH,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,NORMAL,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,NORMAL,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,LOW,HIGH,HIGH
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,LOW,LOW,HIGH
ZERO,ZERO,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,LOW,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,HIGH,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,LOW,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,ZERO,ZERO,HIGH
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,ZERO,HIGH,NORMAL,NORMAL
ZERO,ZERO,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,HIGH,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,ZERO,HIGH,HIGH
LOW,ZERO,LOW,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
