J,L,O
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,213,<=50K
Male,0,<=50K
Female,0,<=50K
Male,2179,<=50K
Female,1138,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,1504,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,1594,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,1876,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,2246,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,1887,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1876,<=50K
Male,0,<=50K
Female,0,<=50K
Female,625,<=50K
Female,0,<=50K
Male,0,>50K
Male,2444,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1848,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,2415,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,2267,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1977,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,1902,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,625,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,2258,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,1887,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,1876,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1672,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1902,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1719,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Female,2057,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1977,>50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,1977,>50K
Male,0,<=50K
Male,1848,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,1902,>50K
Female,0,<=50K
Female,1669,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,2001,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,2205,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1564,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,1602,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,2603,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1848,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,2339,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,1669,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1762,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,1848,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1977,>50K
Male,0,>50K
Male,1977,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,2339,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1902,>50K
Female,0,<=50K
Female,1602,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,1887,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,1617,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,1980,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,1573,<=50K
Female,0,<=50K
Male,1902,>50K
Male,0,<=50K
Male,0,<=50K
Male,1887,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,653,<=50K
Male,1902,>50K
Female,0,<=50K
Male,1617,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1902,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,1902,<=50K
Male,0,<=50K
Male,1848,>50K
Female,625,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1602,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1485,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,1672,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,2415,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,1887,>50K
Male,0,<=50K
Female,0,<=50K
Female,1721,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,1902,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1902,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1628,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1651,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1408,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,2001,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,2246,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
